,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,267.33394034797834,65.724845510489,2.481583640324595,155.009762737489,1140.5111814258794,1938.2277272521656,416.2910627547439
FEB,259.82316819008906,65.72484551048902,2.481583640324595,137.9250740365728,937.5305246422417,1551.6045559689996,286.4881140581408
MAR,238.29712400781142,65.724845510489,2.481583640324595,121.20491705768882,785.3870052250016,1248.8922375350476,162.17246064267135
APR,205.9188627235269,65.724845510489,2.481583640324595,129.46953787715591,885.5834021122652,1403.1958532964466,241.6774672986652
MAY,168.89110156040616,65.724845510489,2.481583640324595,133.14479089136597,1138.3489114887439,1841.1318514802845,484.5787951566081
JUN,150.09825221179824,65.724845510489,2.481583640324595,131.87589703104354,1121.64036980441,1875.7963496269083,548.548814813466
JUL,150.1449531749139,65.724845510489,2.481583640324595,111.14458831469337,935.8749198172634,1530.571645240412,411.72097460925295
AUG,170.75451904356964,65.724845510489,2.481583640324595,112.14885691490372,873.785906806573,1391.3838126316255,312.1975745793478
SEP,196.1551491827333,65.724845510489,2.481583640324595,138.95459735875295,1141.03199843193,1978.9927211213048,580.9879506729292
OCT,223.98221230598048,65.724845510489,2.481583640324595,140.69628526500688,1032.259962463832,1799.3204918764498,478.47000104142825
NOV,246.16706812203344,65.724845510489,2.481583640324595,127.70701061214156,1030.9460595535609,1737.8221352367682,423.42108550125226
DEC,252.91667310276327,65.724845510489,2.481583640324595,152.4313626365466,1240.0381919366578,2211.1411594477654,641.319991579989
