,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,70.6221889697492,17.3626755121609,0.655565352319721,40.94926645660286,301.29132152815134,512.0258379547171,109.97251625444639
FEB,68.63805193891521,17.362675512160905,0.655565352319721,36.43596705154073,247.66947956555344,409.890753173104,75.68218873467889
MAR,62.95146998814168,17.3626755121609,0.655565352319721,32.018966785021654,207.47739484626544,329.9225810506781,42.84145195439103
APR,54.3980342217955,17.3626755121609,0.655565352319721,34.202249657806135,233.94649512530086,370.6853031234256,63.84446263381382
MAY,44.61632995115619,17.3626755121609,0.655565352319721,35.17314924707389,300.72010997190364,486.37580908812635,128.0122351757427
JUN,39.651782029370196,17.3626755121609,0.655565352319721,34.83794279379077,296.30617814303076,495.5332050232097,144.9113345221432
JUL,39.66411912445783,17.3626755121609,0.655565352319721,29.361307841077547,247.23211483492233,404.3344433602732,108.76522612061915
AUG,45.10859300407872,17.3626755121609,0.655565352319721,29.626607663345244,230.82992510892427,367.5648906278647,82.47391288641067
SEP,51.81873276150623,17.3626755121609,0.655565352319721,36.707938468687125,301.42890689038444,522.7948151247301,153.4808516575296
OCT,59.16986860233911,17.3626755121609,0.655565352319721,37.16804395428946,272.69436136741643,475.33041120418915,126.39846173635834
NOV,65.03049025654643,17.3626755121609,0.655565352319721,33.73663899343573,272.3472647754301,459.08425645749554,111.85606988443847
DEC,66.81354809723736,17.3626755121609,0.655565352319721,40.268124889126035,327.5835885509516,584.1219734316138,169.41889823823286
