,Variable,total_[m3pd],total_[MGD],total_[Mld],pct_of_pcip
0,actual_et,228357.81660240339,60.32575314762808,228.35770922256282,0.14757209877393232
1,direct_net_infiltation,57274.7020899211,15.130375615284079,57.274675157852506,0.03701273781566025
2,direct_soil_moisture,2481.585301696323,0.6555654829436609,2.4815841347897636,0.001603679509230402
3,interception,125159.061658631,33.063526224518434,125.15900280555432,0.0808817744202665
4,net_infiltration,884316.4407899936,233.61168934440036,884.3160249611866,0.571473466900803
5,rainfall,1490157.4920691373,393.657963432749,1490.1567913579624,0.9629872621843397
6,runoff,312768.37647391704,82.6246640131492,312.76822940201515,0.2021208926985579
