SHED_NAME,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
Fagatuitui - Vaaogeoge,4.707445896484727,0.0,0.0,7.10097724139742,32.75760780149165,58.06476935784639,15.865326619820726
Vatia,5.492970100863328,0.5382866488089895,0.03340272401919346,6.035693034551599,32.31396920412987,55.994019690144185,13.902594726011477
Tula,2.6035909817771445,0.5528829444950064,0.024008207888755916,1.1834706887690363,5.417539094253018,9.54222227554623,0.8057641701017054
Onenoa,1.2375831044110277,0.15550012254774606,0.006263010753594582,0.8719676722352404,3.338779716372706,5.764727356173219,0.5293775045067882
Afono,4.047027075563704,0.36294148031380724,0.018789032260795535,3.1796627117203617,22.91747152152859,37.8832105778795,8.72291782771325
Masefau,4.394700717175593,0.8314895050646879,0.017745197135197923,3.6288806362826502,21.344652032381727,34.867603973717884,6.955296139883465
Aoa,2.928761279839378,0.35948464621807835,0.012526021507186291,1.8147891316625149,8.225165055543657,14.034095333901604,1.5223917784266532
Masausi,2.0011223973963537,0.4638907797879819,0.005219175627998008,1.6114674463112508,7.297188672148052,11.86350632448417,1.530756373562712
Sailele,0.76523901241464,0.20801546861118606,0.0114821863815845,0.5471540174218018,2.448129142523951,3.988259156260593,0.4231829388703763
Alao,2.208294096502022,0.5156093298518236,0.012526021507162022,1.1147080520303896,5.0491749011935685,8.67934989081585,0.822260241734912
Pago Pago Harbor,15.515706208888522,4.984446791500526,0.4144025448632886,8.606672875199296,77.38016070617942,130.93447503004725,31.36759869637583
Fagaitua,6.7370736873241155,1.561018928575795,0.05427942653109615,5.140727938031655,26.69769781358968,43.76995003730607,6.704573893543495
Auasi,1.3227043799890792,0.26550990836947913,0.005219175627998789,0.7769682377133756,3.2592794933115408,5.644380136663697,0.49551027348439214
Amouli,3.0271497014700177,0.7735027231682108,0.019832867386321947,1.5287487333919685,7.189511861703748,12.213650369643382,1.1510804896594995
Alega,1.3579146756755136,0.22938625435357637,0.00208767025119915,1.4978216367797919,8.349593673217841,14.153767568329696,3.3069879797657427
Laulii - Aumi,3.7679507928960496,0.5993075101542242,0.0344465591448678,2.541874229184693,17.174943020601226,29.393567243438035,6.5808411443021955
Fagasa,3.9791203812031135,0.5088905108230076,0.03757806452167031,3.214030984255213,25.61097670663692,44.699471313286075,12.948719064568266
Aasu,10.179325299330053,0.629404758725467,0.019832867386404593,10.273832392933498,63.87455041391611,110.03511779923011,29.060023684756235
Fagaalu,3.2052157937726213,0.6266855701510162,0.06263010753589587,2.3649546121617275,17.297082195510278,31.333830660712493,9.115580760711035
Aoloau Sisifo,1.634369191039037,0.0,0.0,2.314455609592145,10.28008670218984,18.58932050856352,5.087732439994726
Aoloau Sasae,5.733436658701275,0.07747692382633635,0.003131505376797151,7.018378556341755,39.072796427571646,69.25427305317298,19.688934718743003
Fagamalo,2.367078816921392,0.18855142323944138,0.0020876702511949926,2.821314111069656,13.57187991282082,23.511445009540832,5.494276638773346
Matuu - Faganeanea,3.0407682695407923,0.5155293016558944,0.04801641577752645,2.9283124328995895,18.137710449831633,32.01999214831301,8.377829417881477
Nuuuli Pala,32.73776450913026,17.388426428687815,0.6607476345043749,12.942254256858877,130.67477052717436,208.62007922349986,46.28330152828915
Maloata,3.1163854251275125,0.2819294371555347,0.002087670251195445,4.028326766639823,20.61516441146101,35.947914153602966,9.360121760877705
Fagalii,2.857089820582282,0.5740119100322375,0.011482186381595597,2.6407793427885027,12.165479094206802,20.823125927926156,4.170096968068606
Afao - Asili,3.409809219001747,0.18555735531809187,0.015657526883990715,3.6753469561003853,19.81412530559949,34.238185336356715,7.816359194260645
Leone,32.482091013012216,9.20847520298122,0.17640813622580337,10.649680893764922,100.62437172494761,159.40470746916745,25.490584240136236
Poloa,1.5440600519143315,0.4397155571114701,0.009394516130364558,1.3383549420063854,5.608670520388526,9.42687499938178,1.5357667808493656
Nua - Seetaga,4.364551276963463,0.4356585161516578,0.02192053763762522,4.067757633800219,18.716243884257107,32.817527429336515,6.275441093877278
Tafuna Plain,44.496847299010106,11.589205702548208,0.6294325807363064,2.7475671623348252,81.54370059861807,134.2033752136541,12.776265327908453
Amanave,1.6653919707333016,0.2542939000644113,0.01670136200957442,1.2059775144426321,5.081551178281052,8.857965729436538,1.0954910447954678
Fagatele - Larsen,6.303789914287683,0.39746459081991536,0.007306845879188807,3.123914957839093,14.12687663884645,27.131839275512867,4.119742368808566
