,Parameters,RMSE,Slope
45,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.84164434  0.93
  0.93541827  0.88        0.89        0.84231407]",2250.633688580212,1.1060538354930884
46,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.84232217  1.02
  0.92910913  0.88        0.89        0.79365704]",1623.8428527245471,1.0504433066949461
47,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.84232217  1.02
  0.92910913  0.88        0.89        0.79365704]",1623.8428527245471,1.0504433066949461
48,"[ 0.80063857  0.85619755  0.84074245  0.77522322  0.84232217  1.02
  0.92910913  0.88        0.89        0.79365704]",1603.9496315152048,1.046223383856021
49,"[ 0.75063857  0.90619755  0.84074245  0.77522322  0.84232217  1.02
  0.92910913  0.88        0.89        0.79365704]",1619.9010210193965,1.049733863466807
50,"[ 0.75063857  0.85619755  0.89074245  0.77522322  0.84232217  1.02
  0.92910913  0.88        0.89        0.79365704]",1620.0042352404814,1.0496271085383873
51,"[ 0.75063857  0.85619755  0.84074245  0.82522322  0.84232217  1.02
  0.92910913  0.88        0.89        0.79365704]",1620.4149239049957,1.0497142692047368
52,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.89232217  1.02
  0.92910913  0.88        0.89        0.79365704]",1620.2879007045613,1.0498175548474207
53,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.84232217  1.07
  0.92910913  0.88        0.89        0.79365704]",1311.6315240331642,1.017701374079854
54,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.84232217  1.02
  0.97910913  0.88        0.89        0.79365704]",1606.7210596046227,1.048489326462085
55,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.84232217  1.02
  0.92910913  0.93        0.89        0.79365704]",1623.8428527245471,1.0504433066949461
56,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.84232217  1.02
  0.92910913  0.88        0.94        0.79365704]",1623.8428527245471,1.0504433066949461
57,"[ 0.75063857  0.85619755  0.84074245  0.77522322  0.84232217  1.02
  0.92910913  0.88        0.89        0.84365704]",1623.321959608267,1.0503641649199809
58,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.84266108  1.065
  0.92595457  0.88        0.89        0.79432852]",1311.8765752160514,1.0177511370054146
59,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.84266108  1.065
  0.92595457  0.88        0.89        0.79432852]",1311.8765752160514,1.0177511370054146
60,"[ 0.80031929  0.85659878  0.83937123  0.77811161  0.84266108  1.065
  0.92595457  0.88        0.89        0.79432852]",1298.5869821077067,1.013526461195739
61,"[ 0.75031929  0.90659878  0.83937123  0.77811161  0.84266108  1.065
  0.92595457  0.88        0.89        0.79432852]",1309.395031892844,1.017041649419963
62,"[ 0.75031929  0.85659878  0.88937123  0.77811161  0.84266108  1.065
  0.92595457  0.88        0.89        0.79432852]",1308.9236448699285,1.0169349388462776
63,"[ 0.75031929  0.85659878  0.83937123  0.82811161  0.84266108  1.065
  0.92595457  0.88        0.89        0.79432852]",1309.761016197265,1.0167872731499425
64,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.89266108  1.065
  0.92595457  0.88        0.89        0.79432852]",1309.6527652285579,1.0171253851583764
65,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.84266108  1.115
  0.92595457  0.88        0.89        0.79432852]",1021.958568778807,0.9672113978507161
66,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.84266108  1.065
  0.97595457  0.88        0.89        0.79432852]",1299.7097191928408,1.0157862226553238
67,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.84266108  1.065
  0.92595457  0.93        0.89        0.79432852]",1311.8765752160514,1.0177511370054146
68,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.84266108  1.065
  0.92595457  0.88        0.94        0.79432852]",1311.8765752160514,1.0177511370054146
69,"[ 0.75031929  0.85659878  0.83937123  0.77811161  0.84266108  1.065
  0.92595457  0.88        0.89        0.84432852]",1311.7383085848357,1.0176719952304494
70,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.84283054  1.0875
  0.92437728  0.88        0.89        0.79466426]",1136.066852420194,0.9938027630947082
71,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.84283054  1.0875
  0.92437728  0.88        0.89        0.79466426]",1136.066852420194,0.9938027630947082
72,"[ 0.80015964  0.85679939  0.83868561  0.7795558   0.84283054  1.0875
  0.92437728  0.88        0.89        0.79466426]",1130.3389713857139,0.9895754937661945
73,"[ 0.75015964  0.90679939  0.83868561  0.7795558   0.84283054  1.0875
  0.92437728  0.88        0.89        0.79466426]",1135.228747049351,0.9930932533315724
74,"[ 0.75015964  0.85679939  0.88868561  0.7795558   0.84283054  1.0875
  0.92437728  0.88        0.89        0.79466426]",1134.1855799310722,0.9929865649325025
75,"[ 0.75015964  0.85679939  0.83868561  0.8295558   0.84283054  1.0875
  0.92437728  0.88        0.89        0.79466426]",1136.5517148166996,0.9928364511367183
76,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.89283054  1.0875
  0.92437728  0.88        0.89        0.79466426]",1135.3383288538419,0.9931770112438764
77,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.84283054  1.1375
  0.92437728  0.88        0.89        0.79466426]",1008.750323756179,0.9529508608396543
78,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.84283054  1.0875
  0.97437728  0.88        0.89        0.79466426]",1129.7154511412248,0.9918305172913369
79,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.84283054  1.0875
  0.92437728  0.93        0.89        0.79466426]",1136.066852420194,0.9938027630947082
80,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.84283054  1.0875
  0.92437728  0.88        0.94        0.79466426]",1136.066852420194,0.9938027630947082
81,"[ 0.75015964  0.85679939  0.83868561  0.7795558   0.84283054  1.0875
  0.92437728  0.88        0.89        0.84466426]",1136.335769187029,0.9937236213187436
82,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.84291527  1.09875
  0.92358864  0.88        0.89        0.79483213]",1128.5791783606514,0.9932807652505473
83,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.84291527  1.09875
  0.92358864  0.88        0.89        0.79483213]",1128.5791783606514,0.9932807652505473
84,"[ 0.80007982  0.85689969  0.83834281  0.7802779   0.84291527  1.09875
  0.92358864  0.88        0.89        0.79483213]",1123.0865997047476,0.9890513827362963
85,"[ 0.75007982  0.90689969  0.83834281  0.7802779   0.84291527  1.09875
  0.92358864  0.88        0.89        0.79483213]",1127.778808851096,0.9925712037444361
86,"[ 0.75007982  0.85689969  0.88834281  0.7802779   0.84291527  1.09875
  0.92358864  0.88        0.89        0.79483213]",1126.7340309302433,0.9924645670939884
87,"[ 0.75007982  0.85689969  0.83834281  0.8302779   0.84291527  1.09875
  0.92358864  0.88        0.89        0.79483213]",1129.118827060829,0.992313994598109
88,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.89291527  1.09875
  0.92358864  0.88        0.89        0.79483213]",1127.877205694127,0.9926550134035087
89,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.84291527  1.14875
  0.92358864  0.88        0.89        0.79483213]",1032.8720362463075,0.9380222777240056
90,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.84291527  1.09875
  0.97358864  0.88        0.89        0.79483213]",1123.5498575954725,0.9916632579019907
91,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.84291527  1.09875
  0.92358864  0.93        0.89        0.79483213]",1128.5791783606514,0.9932807652505473
92,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.84291527  1.09875
  0.92358864  0.88        0.94        0.79483213]",1128.5791783606514,0.9932807652505473
93,"[ 0.75007982  0.85689969  0.83834281  0.7802779   0.84291527  1.09875
  0.92358864  0.88        0.89        0.84483213]",1128.8527067953794,0.9932016234742799
94,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.84295764  1.104375
  0.92319432  0.88        0.89        0.79491606]",1066.8395552280583,0.9808031376036439
95,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.84295764  1.104375
  0.92319432  0.88        0.89        0.79491606]",1066.8395552280583,0.9808031376036439
96,"[ 0.80003991  0.85694985  0.8381714   0.78063895  0.84295764  1.104375
  0.92319432  0.88        0.89        0.79491606]",1066.3326420971932,0.9765738526423566
97,"[ 0.75003991  0.90694985  0.8381714   0.78063895  0.84295764  1.104375
  0.92319432  0.88        0.89        0.79491606]",1067.120005989283,0.9800935760960616
98,"[ 0.75003991  0.85694985  0.8881714   0.78063895  0.84295764  1.104375
  0.92319432  0.88        0.89        0.79491606]",1065.7276380656388,0.9799869394470851
99,"[ 0.75003991  0.85694985  0.8381714   0.83063895  0.84295764  1.104375
  0.92319432  0.88        0.89        0.79491606]",1069.052798473297,0.9798354106543463
100,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.89295764  1.104375
  0.92319432  0.88        0.89        0.79491606]",1067.122537709017,0.9801773857558811
101,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.84295764  1.154375
  0.92319432  0.88        0.89        0.79491606]",1032.8720362463075,0.9380222777240056
102,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.84295764  1.104375
  0.97319432  0.88        0.89        0.79491606]",1064.8308930059175,0.9791823270109145
103,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.84295764  1.104375
  0.92319432  0.93        0.89        0.79491606]",1066.8395552280583,0.9808031376036439
104,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.84295764  1.104375
  0.92319432  0.88        0.94        0.79491606]",1066.8395552280583,0.9808031376036439
105,"[ 0.75003991  0.85694985  0.8381714   0.78063895  0.84295764  1.104375
  0.92319432  0.88        0.89        0.84491606]",1067.3706657896928,0.9807239958276794
106,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.92299716  0.88        0.89        0.79495803]",1067.4633463743041,0.9811114843719102
107,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.92299716  0.88        0.89        0.79495803]",1067.4633463743041,0.9811114843719102
108,"[ 0.80001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.92299716  0.88        0.89        0.79495803]",1066.9274738015592,0.9768821994112914
109,"[ 0.75001996  0.90697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.92299716  0.88        0.89        0.79495803]",1067.7214936565101,0.9804019228650527
110,"[ 0.75001996  0.85697492  0.8880857   0.78081948  0.84297882  1.1071875
  0.92299716  0.88        0.89        0.79495803]",1066.352079657742,0.9802952862153509
111,"[ 0.75001996  0.85697492  0.8380857   0.83081948  0.84297882  1.1071875
  0.92299716  0.88        0.89        0.79495803]",1069.6425772817079,0.980143757423337
112,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.89297882  1.1071875
  0.92299716  0.88        0.89        0.79495803]",1067.6928216312922,0.9804857325258998
113,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1571875
  0.92299716  0.88        0.89        0.79495803]",1095.8342000830182,0.9233272236699809
114,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.97299716  0.88        0.89        0.79495803]",1064.8308930059175,0.9791823270109145
115,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.92299716  0.93        0.89        0.79495803]",1067.4633463743041,0.9811114843719102
116,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.92299716  0.88        0.94        0.79495803]",1067.4633463743041,0.9811114843719102
117,"[ 0.75001996  0.85697492  0.8380857   0.78081948  0.84297882  1.1071875
  0.92299716  0.88        0.89        0.84495803]",1067.9801563558572,0.9810325727105149
118,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.88        0.89        0.79497902]",1067.3698008539332,0.9810741502970884
119,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.88        0.89        0.79497902]",1067.3698008539332,0.9810741502970884
120,"[ 0.80000998  0.85698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.88        0.89        0.79497902]",1066.8554047854389,0.9768443114692749
121,"[ 0.75000998  0.90698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.88        0.89        0.79497902]",1067.628939882294,0.9803645887902307
122,"[ 0.75000998  0.85698746  0.88804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.88        0.89        0.79497902]",1066.2646547646905,0.9802579521405294
123,"[ 0.75000998  0.85698746  0.83804285  0.83090974  0.84298941  1.10859375
  0.92289858  0.88        0.89        0.79497902]",1069.5492223624829,0.9801064233485152
124,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.89298941  1.10859375
  0.92289858  0.88        0.89        0.79497902]",1067.601685982433,0.9804483984510778
125,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.84298941  1.15859375
  0.92289858  0.88        0.89        0.79497902]",1095.8342000830182,0.9233272236699809
126,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.97289858  0.88        0.89        0.79497902]",1064.7576272667295,0.9792456762269103
127,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.93        0.89        0.79497902]",1067.3698008539332,0.9810741502970884
128,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.88        0.94        0.79497902]",1067.3698008539332,0.9810741502970884
129,"[ 0.75000998  0.85698746  0.83804285  0.78090974  0.84298941  1.10859375
  0.92289858  0.88        0.89        0.84497902]",1067.8866561073876,0.9809952386356933
130,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.88        0.89        0.79498951]",1060.774179920673,0.9805900552116668
131,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.88        0.89        0.79498951]",1060.774179920673,0.9805900552116668
132,"[ 0.80000499  0.85699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.88        0.89        0.79498951]",1060.5254202459193,0.976358401169954
133,"[ 0.75000499  0.90699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.88        0.89        0.79498951]",1061.0867776656996,0.9798804715283167
134,"[ 0.75000499  0.85699373  0.88802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.88        0.89        0.79498951]",1059.7058413738096,0.9797738570520391
135,"[ 0.75000499  0.85699373  0.83802143  0.83095487  0.8429947   1.10929688
  0.92284929  0.88        0.89        0.79498951]",1063.0245586316826,0.9796217931552518
136,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8929947   1.10929688
  0.92284929  0.88        0.89        0.79498951]",1061.038232971002,0.9799643033648876
137,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8429947   1.15929688
  0.92284929  0.88        0.89        0.79498951]",1095.8342000830182,0.9233272236699809
138,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.97284929  0.88        0.89        0.79498951]",1058.3164202059047,0.9787612766538698
139,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.93        0.89        0.79498951]",1060.774179920673,0.9805900552116668
140,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.88        0.94        0.79498951]",1060.774179920673,0.9805900552116668
141,"[ 0.75000499  0.85699373  0.83802143  0.78095487  0.8429947   1.10929688
  0.92284929  0.88        0.89        0.84498951]",1061.2973396735147,0.9805111435502716
142,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.88        0.89        0.79499475]",1060.774179920673,0.9805900552116668
143,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.88        0.89        0.79499475]",1060.774179920673,0.9805900552116668
144,"[ 0.80000249  0.85699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.88        0.89        0.79499475]",1060.5254202459193,0.976358401169954
145,"[ 0.75000249  0.90699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.88        0.89        0.79499475]",1061.0867776656996,0.9798804715283167
146,"[ 0.75000249  0.85699687  0.88801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.88        0.89        0.79499475]",1059.7058413738096,0.9797738570520391
147,"[ 0.75000249  0.85699687  0.83801071  0.83097743  0.84299735  1.10964844
  0.92282465  0.88        0.89        0.79499475]",1063.0245586316826,0.9796217931552518
148,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.89299735  1.10964844
  0.92282465  0.88        0.89        0.79499475]",1061.038232971002,0.9799643033648876
149,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.84299735  1.15964844
  0.92282465  0.88        0.89        0.79499475]",1095.8342000830182,0.9233272236699809
150,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.97282465  0.88        0.89        0.79499475]",1058.3164202059047,0.9787612766538698
151,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.93        0.89        0.79499475]",1060.774179920673,0.9805900552116668
152,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.88        0.94        0.79499475]",1060.774179920673,0.9805900552116668
153,"[ 0.75000249  0.85699687  0.83801071  0.78097743  0.84299735  1.10964844
  0.92282465  0.88        0.89        0.84499475]",1061.2973396735147,0.9805111435502716
154,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.88        0.89        0.79499738]",1060.774179920673,0.9805900552116668
155,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.88        0.89        0.79499738]",1060.774179920673,0.9805900552116668
156,"[ 0.80000125  0.85699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.88        0.89        0.79499738]",1060.5254202459193,0.976358401169954
157,"[ 0.75000125  0.90699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.88        0.89        0.79499738]",1061.0867776656996,0.9798804715283167
158,"[ 0.75000125  0.85699843  0.88800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.88        0.89        0.79499738]",1059.7058413738096,0.9797738570520391
159,"[ 0.75000125  0.85699843  0.83800536  0.83098872  0.84299868  1.10982422
  0.92281232  0.88        0.89        0.79499738]",1063.0245586316826,0.9796217931552518
160,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.89299868  1.10982422
  0.92281232  0.88        0.89        0.79499738]",1061.038232971002,0.9799643033648876
161,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.84299868  1.15982422
  0.92281232  0.88        0.89        0.79499738]",1095.8342000830182,0.9233272236699809
162,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.97281232  0.88        0.89        0.79499738]",1058.3164202059047,0.9787612766538698
163,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.93        0.89        0.79499738]",1060.774179920673,0.9805900552116668
164,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.88        0.94        0.79499738]",1060.774179920673,0.9805900552116668
165,"[ 0.75000125  0.85699843  0.83800536  0.78098872  0.84299868  1.10982422
  0.92281232  0.88        0.89        0.84499738]",1061.2973396735147,0.9805111435502716
166,"[ 0.75000062  0.85699922  0.83800268  0.78099436  0.84299934  1.10991211
  0.92280616  0.88        0.89        0.79499869]",1060.774179920673,0.9805900552116668
167,"[ 0.75000062  0.85699922  0.83800268  0.78099436  0.84299934  1.10991211
  0.92280616  0.88        0.89        0.79499869]",1060.774179920673,0.9805900552116668
168,"[ 0.80000062  0.85699922  0.83800268  0.78099436  0.84299934  1.10991211
  0.92280616  0.88        0.89        0.79499869]",1060.5254202459193,0.976358401169954
169,"[ 0.75000062  0.90699922  0.83800268  0.78099436  0.84299934  1.10991211
  0.92280616  0.88        0.89        0.79499869]",1061.0867776656996,0.9798804715283167
170,"[ 0.75000062  0.85699922  0.88800268  0.78099436  0.84299934  1.10991211
  0.92280616  0.88        0.89        0.79499869]",1059.7058413738096,0.9797738570520391
171,"[ 0.75000062  0.85699922  0.83800268  0.83099436  0.84299934  1.10991211
  0.92280616  0.88        0.89        0.79499869]",1063.0245586316826,0.9796217931552518
172,"[ 0.75000062  0.85699922  0.83800268  0.78099436  0.89299934  1.10991211
  0.92280616  0.88        0.89        0.79499869]",1061.038232971002,0.9799643033648876
173,"[ 0.75000062  0.85699922  0.83800268  0.78099436  0.84299934  1.15991211
  0.92280616  0.88        0.89        0.79499869]",1095.8342000830182,0.9233272236699809
174,"[ 0.75000062  0.85699922  0.83800268  0.78099436  0.84299934  1.10991211
  0.97280616  0.88        0.89        0.79499869]",1058.3164202059047,0.9787612766538698
175,"[ 0.75000062  0.85699922  0.83800268  0.78099436  0.84299934  1.10991211
  0.92280616  0.93        0.89        0.79499869]",1060.774179920673,0.9805900552116668
