,Parameters,RMSE,Slope
0,"[ 0.75    0.857   0.838   0.781   0.843   1.11    0.9228  0.88    0.89
  0.795 ]",1060.774179920673,0.9805900552116668
1,"[ 0.75    0.857   0.838   0.781   0.843   1.11    0.9228  0.88    0.89
  0.795 ]",1060.774179920673,0.9805900552116668
2,"[ 0.8     0.857   0.838   0.781   0.843   1.11    0.9228  0.88    0.89
  0.795 ]",1060.5254202459193,0.976358401169954
3,"[ 0.75    0.907   0.838   0.781   0.843   1.11    0.9228  0.88    0.89
  0.795 ]",1061.0867776656996,0.9798804715283167
4,"[ 0.75    0.857   0.888   0.781   0.843   1.11    0.9228  0.88    0.89
  0.795 ]",1059.7058413738096,0.9797738570520391
5,"[ 0.75    0.857   0.838   0.831   0.843   1.11    0.9228  0.88    0.89
  0.795 ]",1063.0245586316826,0.9796217931552518
6,"[ 0.75    0.857   0.838   0.781   0.893   1.11    0.9228  0.88    0.89
  0.795 ]",1061.038232971002,0.9799643033648876
7,"[ 0.75    0.857   0.838   0.781   0.843   1.16    0.9228  0.88    0.89
  0.795 ]",1095.8342000830182,0.9233272236699809
8,"[ 0.75    0.857   0.838   0.781   0.843   1.11    0.9728  0.88    0.89
  0.795 ]",1058.3164202059047,0.9787612766538698
9,"[ 0.75    0.857   0.838   0.781   0.843   1.11    0.9228  0.93    0.89
  0.795 ]",1060.774179920673,0.9805900552116668
10,"[ 0.75    0.857   0.838   0.781   0.843   1.11    0.9228  0.88    0.94
  0.795 ]",1060.774179920673,0.9805900552116668
11,"[ 0.75    0.857   0.838   0.781   0.843   1.11    0.9228  0.88    0.89
  0.845 ]",1061.2973396735147,0.9805111435502716
12,"[ 0.75        0.857       0.838       0.781       0.843       1.10999998
  0.9228      0.88        0.89        0.795     ]",1060.774179920673,0.9805900552116668
13,"[ 0.75        0.857       0.838       0.781       0.843       1.10999998
  0.9228      0.88        0.89        0.795     ]",1060.774179920673,0.9805900552116668
14,"[ 0.8         0.857       0.838       0.781       0.843       1.10999998
  0.9228      0.88        0.89        0.795     ]",1060.5254202459193,0.976358401169954
15,"[ 0.75        0.907       0.838       0.781       0.843       1.10999998
  0.9228      0.88        0.89        0.795     ]",1061.0867776656996,0.9798804715283167
16,"[ 0.75        0.857       0.888       0.781       0.843       1.10999998
  0.9228      0.88        0.89        0.795     ]",1059.7058413738096,0.9797738570520391
17,"[ 0.75        0.857       0.838       0.831       0.843       1.10999998
  0.9228      0.88        0.89        0.795     ]",1063.0245586316826,0.9796217931552518
18,"[ 0.75        0.857       0.838       0.781       0.893       1.10999998
  0.9228      0.88        0.89        0.795     ]",1061.038232971002,0.9799643033648876
19,"[ 0.75        0.857       0.838       0.781       0.843       1.15999998
  0.9228      0.88        0.89        0.795     ]",1095.8342000830182,0.9233272236699809
20,"[ 0.75        0.857       0.838       0.781       0.843       1.10999998
  0.9728      0.88        0.89        0.795     ]",1058.3164202059047,0.9787612766538698
21,"[ 0.75        0.857       0.838       0.781       0.843       1.10999998
  0.9228      0.93        0.89        0.795     ]",1060.774179920673,0.9805900552116668
22,"[ 0.75        0.857       0.838       0.781       0.843       1.10999998
  0.9228      0.88        0.94        0.795     ]",1060.774179920673,0.9805900552116668
23,"[ 0.75        0.857       0.838       0.781       0.843       1.10999998
  0.9228      0.88        0.89        0.845     ]",1061.2973396735147,0.9805111435502716
24,"[ 0.75255429  0.85379021  0.84896981  0.75789287  0.84028868  0.75
  0.94803654  0.88        0.89        0.78962814]",3309.959566995477,1.1929668870424972
25,"[ 0.80255429  0.85379021  0.84896981  0.75789287  0.84028868  0.75
  0.94803654  0.88        0.89        0.78962814]",3281.1600843312103,1.1887821777181518
26,"[ 0.75255429  0.90379021  0.84896981  0.75789287  0.84028868  0.75
  0.94803654  0.88        0.89        0.78962814]",3303.887042272647,1.1922591451663542
27,"[ 0.75255429  0.85379021  0.89896981  0.75789287  0.84028868  0.75
  0.94803654  0.88        0.89        0.78962814]",3304.896370050278,1.1921206813897811
28,"[ 0.75255429  0.85379021  0.84896981  0.80789287  0.84028868  0.75
  0.94803654  0.88        0.89        0.78962814]",3302.354624990524,1.1920939284568295
29,"[ 0.75255429  0.85379021  0.84896981  0.75789287  0.89028868  0.75
  0.94803654  0.88        0.89        0.78962814]",3303.194930705569,1.1921995178940925
30,"[ 0.75255429  0.85379021  0.84896981  0.75789287  0.84028868  0.8
  0.94803654  0.88        0.89        0.78962814]",3026.3754174755327,1.1701331459385633
31,"[ 0.75255429  0.85379021  0.84896981  0.75789287  0.84028868  0.75
  0.99803654  0.88        0.89        0.78962814]",3286.020522269872,1.1910873094369918
32,"[ 0.75255429  0.85379021  0.84896981  0.75789287  0.84028868  0.75
  0.94803654  0.93        0.89        0.78962814]",3309.959566995477,1.1929668870424972
33,"[ 0.75255429  0.85379021  0.84896981  0.75789287  0.84028868  0.75
  0.94803654  0.88        0.94        0.78962814]",3309.959566995477,1.1929668870424972
34,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.84164434  0.93
  0.93541827  0.88        0.89        0.79231407]",2251.286247647388,1.1061124035026355
35,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.84164434  0.93
  0.93541827  0.88        0.89        0.79231407]",2251.286247647388,1.1061124035026355
36,"[ 0.80127715  0.85539511  0.84348491  0.76944644  0.84164434  0.93
  0.93541827  0.88        0.89        0.79231407]",2225.83448689063,1.1019044847885318
37,"[ 0.75127715  0.90539511  0.84348491  0.76944644  0.84164434  0.93
  0.93541827  0.88        0.89        0.79231407]",2246.0509110923954,1.1054036606825621
38,"[ 0.75127715  0.85539511  0.89348491  0.76944644  0.84164434  0.93
  0.93541827  0.88        0.89        0.79231407]",2246.6126416783927,1.1052661978529883
39,"[ 0.75127715  0.85539511  0.84348491  0.81944644  0.84164434  0.93
  0.93541827  0.88        0.89        0.79231407]",2244.833446280696,1.1051970966945313
40,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.89164434  0.93
  0.93541827  0.88        0.89        0.79231407]",2246.5552624989846,1.1054866516548725
41,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.84164434  0.98
  0.93541827  0.88        0.89        0.79231407]",1948.821555443633,1.079964999449041
42,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.84164434  0.93
  0.98541827  0.88        0.89        0.79231407]",2230.442969973338,1.104252387860138
43,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.84164434  0.93
  0.93541827  0.93        0.89        0.79231407]",2251.286247647388,1.1061124035026355
44,"[ 0.75127715  0.85539511  0.84348491  0.76944644  0.84164434  0.93
  0.93541827  0.88        0.94        0.79231407]",2251.286247647388,1.1061124035026355
