,Variable,total_[m3pd],total_[MGD],pct_of_pcip
0,actual_et,206186.2189863668,54.46863669515151,0.22939743967445747
1,direct_net_infiltation,37820.95261279446,9.991238684419812,0.04207861096670917
2,direct_soil_moisture,2481.585301696323,0.6555654829436609,0.0027609474451856706
3,interception,99200.52006035643,26.206005007031607,0.11036792579103015
4,net_infiltration,519424.43490520166,137.2174191588746,0.5778981546748464
5,rainfall,860995.6134263462,227.4509785105456,0.9579213890332908
6,runoff,65410.14508205639,17.279532289630165,0.07277363096488364
