,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,62.08943960751387,14.221276351293971,0.3667748986706804,41.052037644841526,251.20787957053503,417.63473787258806,67.5661576907973
FEB,59.893704875012936,14.221276351293971,0.3667748986706804,39.39952354098173,242.8681805438843,397.15692173306564,68.17982976472386
MAR,55.604346328308054,14.221276351293971,0.3667748986706804,39.983414829363326,275.5669106431749,452.74476817263474,94.95360762356512
APR,47.569662199806494,14.22127635129397,0.3667748986706804,37.17292118964663,222.99143478485328,360.49465550061257,65.5640038629719
MAY,39.357705539024714,14.221276351293971,0.3667748986706804,33.17109244052391,236.79272963981347,352.7230123178128,57.946401497792735
JUN,34.90617719069025,14.22127635129397,0.3667748986706804,34.805821669914316,261.70938389924186,417.76686399641363,99.4323174177721
JUL,35.37235855283536,14.221276351293971,0.3667748986706804,28.97792155603011,207.2574742241094,323.74173202820896,66.86481186211003
AUG,40.103148849676266,14.221276351293971,0.3667748986706804,30.166356324100413,198.60902062599914,306.9800300868336,52.912538542043265
SEP,45.92608746256074,14.22127635129397,0.3667748986706804,32.15882388814144,211.38360037610877,334.85896589113025,57.12598646533099
OCT,52.37030385522003,14.221276351293971,0.3667748986706804,38.523126244299796,245.23614348968184,416.09598340163024,94.5278767820896
NOV,57.45228058135576,14.22127635129397,0.3667748986706804,34.00439587069438,234.39927710155976,385.6920571488055,77.78888903338469
DEC,58.94525467362772,14.221276351293971,0.3667748986706804,38.079103014890606,257.20307593838,433.37749260900904,91.02298194131491
