,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,235.03398558467907,53.833361712951714,1.3883933691769803,155.39879382115956,950.924819405099,1580.9187130902737,255.765608984321
FEB,226.72222937092272,53.833361712951714,1.3883933691769803,149.14335040726766,919.3556393126252,1503.401783097564,258.08860938968337
MAR,210.4852486346406,53.833361712951714,1.3883933691769803,151.35361832922024,1043.1337392177807,1713.8245728883733,359.4383358343197
APR,180.0706749877695,53.83336171295171,1.3883933691769803,140.71474760050026,844.1140071489315,1364.620073878574,248.1866358629325
MAY,148.98505212447955,53.833361712951714,1.3883933691769803,125.56618503528361,896.3575667058464,1335.2012180579718,219.3508876937596
JUN,132.1341921994108,53.83336171295171,1.3883933691769803,131.75430540751034,990.6773189060292,1581.4188646406642,376.3920886764087
JUL,133.8988797894885,53.833361712951714,1.3883933691769803,109.69331403741195,784.554515502686,1225.4951898369025,253.11072747094994
AUG,151.80686068705305,53.833361712951714,1.3883933691769803,114.19202689281295,751.8165727678635,1162.0452756910008,200.295652522436
SEP,173.84907074165204,53.83336171295171,1.3883933691769803,121.7343335344095,800.173594699726,1267.5784780739434,216.2452804257286
OCT,198.24307191658846,53.833361712951714,1.3883933691769803,145.8258273164349,928.3193499272766,1575.0938965283651,357.82677004968986
NOV,217.48043743546992,53.83336171295171,1.3883933691769803,128.72058017288524,887.2973675330154,1460.0025700516599,294.46283843586474
DEC,223.13195649409712,53.833361712951714,1.3883933691769803,144.14501734359706,973.619095687903,1640.511494297069,344.55930607047287
