,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,70.74714305036353,19.083265700497922,1.5618934077125595,40.73323790183237,297.6854349537225,512.0258379547171,116.89817023568467
FEB,68.77542587876255,19.083265700497922,1.5618934077125595,36.23700119625146,246.31493007701565,409.890753173104,80.05395315435858
MAR,63.152911227130474,19.083265700497922,1.5618934077125595,31.812792698507415,207.0851515049817,329.9225810506781,46.09115470364171
APR,54.56059690826384,19.08326570049792,1.5618934077125595,33.988782787371484,232.7021825736465,370.6853031234256,68.12930423086091
MAY,44.684336570654935,19.083265700497922,1.5618934077125595,34.95723028772064,296.4013565128534,486.37580908812635,135.7774587536947
JUN,39.80428691686519,19.08326570049792,1.5618934077125595,34.57716077648843,292.0932211434241,495.5332050232097,152.62346005910337
JUL,39.78713184461626,19.083265700497922,1.5618934077125595,29.184675884760317,244.3333754204008,404.3344433602732,114.94449653324862
AUG,45.28715997962854,19.083265700497922,1.5618934077125595,29.38619570625481,228.7159809182107,367.5648906278647,87.74544716521784
SEP,52.06685913810666,19.08326570049792,1.5618934077125595,36.478173819394755,296.7434415556513,522.7948151247301,161.45743307260034
OCT,59.397725047197326,19.083265700497922,1.5618934077125595,36.90232186963785,268.79375688243596,475.33041120418915,133.6278789571636
NOV,65.24764136883333,19.08326570049792,1.5618934077125595,33.508519060583126,269.05001821479425,459.08425645749554,118.29129129356525
DEC,67.11264108237988,19.083265700497922,1.5618934077125595,40.00664077249713,321.1621019302438,584.1219734316138,179.44804335313282
