,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,267.80694277427665,72.23798481532184,5.9124069244892,154.19200608597527,1126.8614223281706,1938.2277272521656,442.50750259186316
FEB,260.34318487572654,72.23798481532184,5.9124069244892,137.17190669830225,932.4029994628359,1551.6045559689996,303.03703481004055
MAR,239.05966168829198,72.23798481532184,5.9124069244892,120.42446360885695,783.9022033584728,1248.8922375350476,174.47391792671237
APR,206.53422914251104,72.23798481532182,5.9124069244892,128.6614782511439,880.8731689361073,1403.1958532964466,257.8973495285432
MAY,169.1485344979229,72.23798481532184,5.9124069244892,132.32744910344059,1122.0006589573204,1841.1318514802845,513.9733501408235
JUN,150.67554573797065,72.23798481532182,5.9124069244892,130.88873017492705,1105.692600248529,1875.7963496269083,577.7423719423305
JUL,150.61060675592884,72.23798481532184,5.9124069244892,110.47596394093055,924.9020026501395,1530.571645240412,435.1120466219247
AUG,171.4304682584857,72.23798481532184,5.9124069244892,111.23879908841403,865.783761327604,1391.3838126316255,332.15249315368726
SEP,197.09440924998034,72.23798481532182,5.9124069244892,138.0848439576751,1123.2955910991782,1978.9927211213048,611.182581727352
OCT,224.84474237091123,72.23798481532184,5.9124069244892,139.69041822854584,1017.494575240342,1799.3204918764498,505.8363092832367
NOV,246.98907411399537,72.23798481532182,5.9124069244892,126.84348313712198,1018.4646294504644,1737.8221352367682,447.78103697557486
DEC,254.04886267965165,72.23798481532184,5.9124069244892,151.44153804661835,1215.7302322677642,2211.1411594477654,679.2844177893825
