SHED_NAME,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
Fagatuitui - Vaaogeoge,1.2496823029858395,0.0,0.0,1.4764898630817378,5.254766968119808,8.968512113210396,1.139880075188592
Vatia,1.4430025160187023,0.16661591271144324,0.011030087896443608,1.2537165583773497,5.282753517799173,8.722163790861517,0.9472133923077365
Tula,0.5872662392871006,0.16162847697979124,0.015993627449818342,0.2772283929828514,1.2510527910948592,2.100853526455336,0.13238219615035438
Onenoa,0.26452954282296853,0.046008795500241735,0.0027575219741034574,0.1993215008410159,0.729155909218157,1.2085033347197676,0.06128960232754489
Afono,1.0829464428396949,0.10949200651357179,0.013511857673106479,0.6799672334390506,3.8625915552618686,6.208135121076613,0.7203424090818995
Masefau,1.2040719698716345,0.23960522456863845,0.00744530933007437,0.7886816150907371,3.8289552943288334,6.242911686020316,0.6995364437635102
Aoa,0.6984688277024643,0.11804859802392814,0.008548318119723796,0.41042911219291106,1.7162072258721601,2.882475465958725,0.17993979704566682
Masausi,0.5079461115307887,0.12935306077171835,0.005515043948209581,0.3766830155615313,1.5298024166342743,2.4661120830319243,0.19310374815375198
Sailele,0.1924612480583825,0.05870718435323624,0.0038605307637462655,0.12663092381753396,0.5225164072515952,0.8374878928096173,0.04558689358872536
Alao,0.4785132445511098,0.15678994306332678,0.013787609870532912,0.25657684969174815,1.1703860818192573,1.864762760741712,0.11707978748499322
Pago Pago Harbor,4.067224519837522,1.4935184985256231,0.16986335360475902,1.802483651190489,12.063524889628605,19.38322629297556,2.4024942343668028
Fagaitua,1.4455316180872249,0.46269380999423326,0.033366015886670264,1.1526768146526907,5.372054941988481,8.215227463448207,0.6700038499337873
Auasi,0.23489353275061237,0.07859167541097563,0.006893804935263009,0.17682058168254836,0.7886062427878683,1.1803209862234907,0.049923556874793225
Amouli,0.5983330864500819,0.22076813284218147,0.015717875252377618,0.3519462068259556,1.7039955359523555,2.572812100407878,0.12202724159126976
Alega,0.31702265248536377,0.06419557260988659,0.0019302653818721255,0.3112851649114785,1.4879947074113873,2.310697282073105,0.263623236422538
Laulii - Aumi,0.8095767510282482,0.19682272792877176,0.02095716700319588,0.5348802153820367,3.125647025563973,4.793025817844059,0.5061858978761542
Fagasa,1.121742936609707,0.16518981401273472,0.020681414805752488,0.6822881454678541,4.049244988913298,6.788411537384101,1.1459507630277528
Aasu,2.587141118520836,0.1872366629241013,0.021508671398040333,2.2837819957626944,11.950465557894272,19.236752372114793,2.846717699492159
Fagaalu,0.8445177664843844,0.18354801946149113,0.028126724135873832,0.512311276207182,2.9797364175484677,5.008790526789201,0.8143307104541097
Aoloau Sisifo,0.37408726929428016,0.0,0.0,0.4898370167292274,1.822414105855778,2.9831148793471884,0.34636911806681087
Aoloau Sasae,1.3711699969726139,0.02477082009145481,0.004412035158568575,1.5622961364036896,7.206926141573549,11.636306772472006,1.7125429356906223
Fagamalo,0.5623561622905732,0.051531193184007736,0.0019302653818733576,0.6135201407279154,2.384609867615968,3.834704726738415,0.35711012707178924
Matuu - Faganeanea,0.6425527079991952,0.16052868364171344,0.019854158213531654,0.6440950892846786,3.3929065168108696,5.3510141365506945,0.7888364982485042
Nuuuli Pala,7.944518242976047,2.9569358507796153,0.36592316596371777,2.8563782220624154,22.879412125676982,36.312850954949134,4.846414268114509
Maloata,0.7368094101708492,0.07565077911281269,0.0016545131844650346,0.898149720539569,3.757964745980164,6.133531275601819,0.8900729428310175
Fagalii,0.676774026012042,0.15695677619411988,0.009375574711961774,0.6108278860748297,2.4632075221985104,4.070362537748375,0.5276380440346864
Afao - Asili,0.8162246718194852,0.060288622782117426,0.008272565922322781,0.8574923613040797,4.056933880284394,6.614298322491097,0.9624799605685691
Leone,8.14686290361685,2.1099391019748204,0.20157485630706318,2.4972739476492594,21.138030548672507,33.44434755097031,3.9244147403416947
Poloa,0.35978308235196427,0.12390603480124411,0.0074453093300772205,0.3229499439584584,1.3123860502761417,2.08911608756367,0.24161361583033317
Nua - Seetaga,0.910129780722396,0.13848735051410058,0.014890618660139916,0.9764458824854808,4.261538346869458,6.874959984131394,0.8689227491123372
Tafuna Plain,10.64143313442657,2.7887422013584318,0.48173908887588746,0.590399243918353,16.469684210696578,27.601448432456394,2.117643595809854
Amanave,0.3806763680341222,0.07876034410494892,0.009099822514544626,0.29718779784360544,1.2646620790794316,2.0738072770689193,0.19256005751880906
Fagatele - Larsen,1.3423483656575135,0.1118823203954618,0.006618052737867049,0.7169488183426488,3.115566453245381,5.610239121433964,0.5700956082321965
