SHED_NAME,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
Fagatuitui - Vaaogeoge,1.235899498091815,0.0,0.0,1.3817838744233042,4.391560141379744,7.533217679527175,0.601387848636517
Vatia,1.5099332549076896,0.17882067227148887,0.019854154257527488,1.135711854142576,4.36237499426343,7.305920671958408,0.48783219603600025
Tula,0.6658288295576127,0.16941246853688366,0.019026897830142088,0.20544637717653366,0.9704618657854659,1.747367351695096,0.06387844371917076
Onenoa,0.27418265426864824,0.04847355097067152,0.0035847778520535995,0.1747381579058776,0.5779714372272353,1.0169780459431872,0.03532522826851179
Afono,1.1180958969768555,0.11629892791781016,0.017923889260296446,0.6216170254836166,3.20702683794755,5.224827938399044,0.403264988159219
Masefau,1.2873433736271502,0.24958097134792953,0.01433911140820484,0.6852679712730518,3.103679976446363,5.165002589760988,0.3611346570763996
Aoa,0.7309536741400289,0.1295874238980304,0.014339111408231265,0.36145039620806935,1.4096863114747378,2.462013473895026,0.09170780908535735
Masausi,0.6184637939520855,0.13275489732680423,0.0074453078465792945,0.28235226958530846,1.1679638230072833,2.0224301292311098,0.09291882114987411
Sailele,0.2016069895838525,0.06058550459035292,0.004963538564387192,0.10996673798728046,0.4244638949464348,0.7101725225527782,0.02704209364553231
Alao,0.501732857289437,0.1670768474660492,0.015993624263002666,0.2246185038475556,0.9612430167163898,1.577916732012851,0.059493065281027706
Pago Pago Harbor,4.289999252699847,1.581883450094801,0.22363498754021136,1.6352901767672312,10.453066059871222,16.455322047340776,1.2824496830727872
Fagaitua,1.5436568220002966,0.4878446148321616,0.04963538564386351,1.0149792945967546,4.409620983088854,6.825093883971797,0.3280384249975723
Auasi,0.2573079986750428,0.08281434456026965,0.007721059989039946,0.14904403313415862,0.6555409671023377,1.0172583989682125,0.03141965874009654
Amouli,0.6618570767784161,0.22898090734696144,0.019026897830131242,0.2807735894070262,1.3985358180211707,2.1959963301432635,0.0708765736825503
Alega,0.31975207531594346,0.06599346382594332,0.0027575214246460906,0.2869973137538966,1.267933628477917,1.9594681078589793,0.15172756106129684
Laulii - Aumi,0.8153609336906367,0.21606881262736272,0.023990436394530752,0.4923039772801978,2.677215509316526,4.058877660794739,0.27559909945218286
Fagasa,1.1584149950635203,0.18056112765302107,0.02316317996711493,0.6259031323476679,3.4933048909861117,5.727919367533908,0.6618708643589568
Aasu,2.6419164574363805,0.19771934540140645,0.024266188537063516,2.111083946006078,10.313381529505893,16.40705960213687,1.6756621310213686
Fagaalu,0.8556258080995038,0.19254255876038454,0.032263000668509054,0.4821847909499085,2.6513090487418896,4.283513080159042,0.44178158704533466
Aoloau Sisifo,0.38714681733371603,0.0,0.0,0.44750574044771213,1.5416828969155918,2.5466219958466807,0.1997355495668279
Aoloau Sasae,1.5248137463596152,0.026920303302649714,0.004136282136984739,1.371604485186445,6.177967065336294,9.886383072768949,0.9430539437910167
Fagamalo,0.5704351290770658,0.052391069993726544,0.002206017139725807,0.5722399293841445,2.0317293790131576,3.3072728532289526,0.20319256185657444
Matuu - Faganeanea,0.6524208377027321,0.17269254052926072,0.021508667112307256,0.6013832525201998,3.0097298521903877,4.550120807207106,0.41046395786282824
Nuuuli Pala,8.394544617050009,1.866244581971157,0.4483729836479721,2.498661867334877,18.350611546697568,30.737986062934674,2.8164478144218577
Maloata,0.8520254092864611,0.07623673736388507,0.0030332735671208524,0.7836393314223852,3.2631832815486725,5.329668519582075,0.54655683189816
Fagalii,0.7471403215585157,0.1596140759253543,0.0110300856986249,0.5351466679257424,2.1737569004102593,3.5987805546298253,0.3296979942292387
Afao - Asili,0.936022263047483,0.06591992964079853,0.0104785814137007,0.7317322090995801,3.4946041484407027,5.713697944620949,0.61990322731751
Leone,8.74417857164231,1.666668961455354,0.24486790250957705,2.0195971981074363,17.15535569264965,28.42152439366517,2.299684635262169
Poloa,0.3875071309639033,0.12777894980735785,0.0074453078465707475,0.2808406870804119,1.1609781036442153,1.8467144189587599,0.15649071966359226
Nua - Seetaga,0.9431982547820285,0.1501842711555758,0.01654512854795679,0.8872205682596639,3.711113234842452,5.937303070890987,0.5374464375692841
Tafuna Plain,11.217443228980471,2.5661536275469725,0.5498497720754852,0.25669261597995147,12.927679610723352,23.27734591238492,1.1121658404215005
Amanave,0.39818011974293,0.08454836619138513,0.010754333556162914,0.265494162775495,1.0881473691065346,1.804641511066803,0.12213705774598008
Fagatele - Larsen,1.6239663984598918,0.11532138690194269,0.01075433355614784,0.4558647119754356,2.468648524324303,4.728207572611887,0.3209070152989288
