OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Tafuna Plain,1,2780,6950000.000000000000000,13.329999923700001,318.359985352000024,305.029985427999975,48.817410009000000,19.593879004300000,135712.399825000000419
