Index, Month, Rain_Zone, Year, Random Number, Fragment_Set,fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment
   12,    8,   12,    1,  0.017687,   10,   0.000,   0.003,   0.005,   0.003,   0.005,   0.000,   0.000,   0.154,   0.094,   0.000,   0.025,   0.014,   0.055,   0.027,   0.008,   0.003,   0.000,   0.036,   0.025,   0.000,   0.000,   0.063,   0.074,   0.000,   0.050,   0.000,   0.000,   0.000,   0.000,   0.008,   0.347
   13,    8,   13,    1,  0.670044,   10,   0.000,   0.038,   0.000,   0.000,   0.000,   0.016,   0.000,   0.046,   0.000,   0.000,   0.000,   0.065,   0.000,   0.175,   0.000,   0.030,   0.000,   0.030,   0.000,   0.053,   0.000,   0.000,   0.000,   0.069,   0.104,   0.246,   0.109,   0.000,   0.000,   0.019,   0.000
   14,    8,   14,    1,  0.915764,   10,   0.015,   0.000,   0.013,   0.001,   0.006,   0.001,   0.000,   0.031,   0.002,   0.161,   0.093,   0.297,   0.001,   0.000,   0.001,   0.014,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.005,   0.007,   0.000,   0.010,   0.001,   0.003,   0.116,   0.163,   0.049
   15,    8,   15,    1,  0.758868,   10,   0.026,   0.078,   0.047,   0.013,   0.057,   0.000,   0.009,   0.000,   0.000,   0.007,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.069,   0.025,   0.125,   0.032,   0.114,   0.088,   0.047,   0.080,   0.126,   0.043,   0.006,   0.000,   0.007,   0.000
   16,    8,   16,    1,  0.964475,   10,   0.054,   0.001,   0.011,   0.082,   0.364,   0.010,   0.000,   0.147,   0.000,   0.080,   0.015,   0.001,   0.000,   0.001,   0.008,   0.023,   0.004,   0.000,   0.007,   0.000,   0.009,   0.000,   0.015,   0.014,   0.000,   0.045,   0.029,   0.021,   0.014,   0.002,   0.039
   17,    8,   17,    1,  0.115134,   10,   0.034,   0.018,   0.017,   0.018,   0.047,   0.000,   0.000,   0.035,   0.000,   0.000,   0.005,   0.079,   0.000,   0.114,   0.000,   0.006,   0.000,   0.049,   0.006,   0.038,   0.040,   0.000,   0.054,   0.096,   0.123,   0.008,   0.153,   0.012,   0.015,   0.021,   0.014
   18,    8,   18,    1,  0.381435,   10,   0.016,   0.005,   0.007,   0.004,   0.015,   0.036,   0.031,   0.015,   0.016,   0.008,   0.082,   0.271,   0.233,   0.023,   0.019,   0.012,   0.015,   0.036,   0.032,   0.011,   0.005,   0.011,   0.008,   0.013,   0.016,   0.004,   0.008,   0.017,   0.013,   0.005,   0.012
    1,    9,    1,    1,  0.830292,   10,   0.329,   0.106,   0.000,   0.012,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.035,   0.000,   0.223,   0.094,   0.012,   0.000,   0.059,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.023,   0.035,   0.071,   0.000,   0.000,   0.000
    2,    9,    2,    1,  0.538333,   10,   0.000,   0.008,   0.119,   0.000,   0.000,   0.000,   0.000,   0.058,   0.021,   0.000,   0.037,   0.000,   0.033,   0.074,   0.214,   0.004,   0.000,   0.000,   0.000,   0.021,   0.004,   0.000,   0.021,   0.016,   0.021,   0.161,   0.070,   0.000,   0.025,   0.095,   0.000
    3,    9,    3,    1,  0.235804,   10,   0.061,   0.041,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.010,   0.000,   0.041,   0.036,   0.218,   0.457,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.025,   0.000,   0.000,   0.000,   0.000,   0.081,   0.000,   0.000,   0.000
    4,    9,    4,    1,  0.582009,   10,   0.000,   0.000,   0.476,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.140,   0.006,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000,   0.000,   0.349,   0.000,   0.013,   0.002,   0.000,   0.000,   0.000,   0.000
    5,    9,    5,    1,  0.255221,   10,   0.000,   0.001,   0.000,   0.000,   0.000,   0.000,   0.000,   0.007,   0.000,   0.027,   0.000,   0.033,   0.410,   0.000,   0.000,   0.000,   0.175,   0.039,   0.001,   0.000,   0.000,   0.007,   0.083,   0.112,   0.000,   0.014,   0.066,   0.009,   0.001,   0.013,   0.000
    6,    9,    6,    1,  0.597034,   10,   0.013,   0.009,   0.016,   0.041,   0.315,   0.050,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.003,   0.009,   0.097,   0.396,   0.016,   0.006,   0.006,   0.006,   0.003,   0.003,   0.003,   0.000
    7,    9,    7,    1,  0.875292,   10,   0.069,   0.006,   0.110,   0.135,   0.126,   0.040,   0.009,   0.000,   0.006,   0.005,   0.001,   0.054,   0.013,   0.002,   0.016,   0.032,   0.002,   0.016,   0.013,   0.000,   0.002,   0.014,   0.008,   0.083,   0.059,   0.011,   0.038,   0.040,   0.065,   0.023,   0.000
    8,    9,    8,    1,  0.981970,   10,   0.085,   0.000,   0.000,   0.034,   0.068,   0.097,   0.011,   0.022,   0.000,   0.000,   0.057,   0.025,   0.025,   0.051,   0.085,   0.011,   0.000,   0.000,   0.111,   0.014,   0.000,   0.000,   0.053,   0.000,   0.000,   0.127,   0.000,   0.000,   0.000,   0.124,   0.000
    9,    9,    9,    1,  0.071097,   10,   0.053,   0.211,   0.037,   0.000,   0.000,   0.005,   0.016,   0.000,   0.000,   0.003,   0.000,   0.040,   0.005,   0.000,   0.011,   0.176,   0.029,   0.000,   0.000,   0.000,   0.021,   0.000,   0.000,   0.104,   0.000,   0.000,   0.072,   0.051,   0.165,   0.000,   0.000
   10,    9,   10,    1,  0.458471,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.011,   0.000,   0.029,   0.000,   0.040,   0.000,   0.000,   0.397,   0.000,   0.000,   0.155,   0.090,   0.000,   0.000,   0.000,   0.000,   0.000,   0.204,   0.002,   0.000,   0.000,   0.072,   0.000,   0.000,   0.000
   11,    9,   11,    1,  0.654359,   10,   0.000,   0.000,   0.019,   0.073,   0.000,   0.000,   0.000,   0.000,   0.000,   0.018,   0.012,   0.182,   0.062,   0.012,   0.000,   0.018,   0.000,   0.000,   0.000,   0.000,   0.048,   0.073,   0.027,   0.363,   0.037,   0.000,   0.000,   0.000,   0.000,   0.056,   0.000
   12,    9,   12,    1,  0.014168,   10,   0.000,   0.060,   0.141,   0.000,   0.015,   0.000,   0.000,   0.015,   0.035,   0.005,   0.050,   0.000,   0.025,   0.085,   0.271,   0.020,   0.005,   0.015,   0.000,   0.015,   0.000,   0.000,   0.010,   0.015,   0.015,   0.065,   0.025,   0.000,   0.020,   0.090,   0.000
   13,    9,   13,    1,  0.692948,   10,   0.114,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.069,   0.000,   0.054,   0.000,   0.084,   0.000,   0.000,   0.099,   0.000,   0.000,   0.365,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.217,   0.000,   0.000,   0.000,   0.000
   14,    9,   14,    1,  0.531900,   10,   0.426,   0.021,   0.007,   0.000,   0.002,   0.036,   0.068,   0.006,   0.000,   0.000,   0.009,   0.000,   0.063,   0.000,   0.155,   0.000,   0.069,   0.058,   0.000,   0.025,   0.003,   0.011,   0.013,   0.000,   0.000,   0.000,   0.000,   0.007,   0.003,   0.018,   0.000
   15,    9,   15,    1,  0.524790,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.180,   0.238,   0.106,   0.476,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   16,    9,   16,    1,  0.800951,   10,   0.000,   0.000,   0.024,   0.000,   0.036,   0.030,   0.055,   0.012,   0.000,   0.036,   0.246,   0.036,   0.014,   0.018,   0.006,   0.011,   0.000,   0.000,   0.204,   0.065,   0.000,   0.035,   0.005,   0.000,   0.036,   0.031,   0.054,   0.000,   0.000,   0.048,   0.000
   17,    9,   17,    1,  0.677473,   10,   0.133,   0.000,   0.000,   0.019,   0.002,   0.042,   0.000,   0.039,   0.013,   0.041,   0.024,   0.000,   0.010,   0.018,   0.028,   0.135,   0.045,   0.019,   0.163,   0.003,   0.000,   0.008,   0.024,   0.031,   0.000,   0.160,   0.041,   0.000,   0.000,   0.000,   0.000
   18,    9,   18,    1,  0.354585,   10,   0.172,   0.022,   0.000,   0.000,   0.000,   0.002,   0.011,   0.061,   0.000,   0.000,   0.000,   0.016,   0.000,   0.000,   0.000,   0.001,   0.000,   0.005,   0.068,   0.074,   0.227,   0.005,   0.064,   0.020,   0.023,   0.039,   0.057,   0.058,   0.051,   0.022,   0.000
    1,   10,    1,    1,  0.329170,   10,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.238,   0.000,   0.046,   0.009,   0.000,   0.000,   0.046,   0.000,   0.018,   0.000,   0.119,   0.000,   0.000,   0.027,   0.000,   0.349,   0.009,   0.000,   0.000,   0.000,   0.009,   0.037,   0.083
    2,   10,    2,    1,  0.347345,   10,   0.007,   0.013,   0.015,   0.043,   0.197,   0.223,   0.037,   0.002,   0.000,   0.000,   0.058,   0.007,   0.000,   0.004,   0.004,   0.004,   0.007,   0.000,   0.000,   0.005,   0.012,   0.029,   0.000,   0.008,   0.072,   0.008,   0.000,   0.033,   0.012,   0.181,   0.020
    3,   10,    3,    1,  0.879982,   10,   0.116,   0.014,   0.109,   0.014,   0.000,   0.007,   0.048,   0.054,   0.000,   0.000,   0.007,   0.048,   0.095,   0.000,   0.007,   0.014,   0.020,   0.000,   0.000,   0.122,   0.048,   0.075,   0.007,   0.027,   0.007,   0.143,   0.020,   0.000,   0.000,   0.000,   0.000
    4,   10,    4,    1,  0.872719,   10,   0.000,   0.000,   0.000,   0.000,   0.005,   0.043,   0.002,   0.124,   0.239,   0.182,   0.083,   0.050,   0.000,   0.059,   0.019,   0.034,   0.004,   0.000,   0.058,   0.000,   0.059,   0.000,   0.000,   0.000,   0.000,   0.027,   0.000,   0.000,   0.000,   0.000,   0.011
    5,   10,    5,    1,  0.542060,   10,   0.022,   0.000,   0.004,   0.440,   0.125,   0.018,   0.005,   0.000,   0.003,   0.033,   0.020,   0.017,   0.005,   0.001,   0.002,   0.009,   0.003,   0.035,   0.007,   0.007,   0.014,   0.033,   0.004,   0.000,   0.057,   0.010,   0.068,   0.002,   0.033,   0.005,   0.016
    6,   10,    6,    1,  0.077611,   10,   0.010,   0.000,   0.114,   0.022,   0.093,   0.038,   0.001,   0.014,   0.017,   0.164,   0.201,   0.080,   0.034,   0.108,   0.010,   0.019,   0.000,   0.005,   0.000,   0.000,   0.004,   0.001,   0.000,   0.000,   0.001,   0.001,   0.000,   0.001,   0.000,   0.001,   0.060
    7,   10,    7,    1,  0.601721,   10,   0.092,   0.015,   0.092,   0.354,   0.023,   0.000,   0.000,   0.000,   0.008,   0.008,   0.000,   0.038,   0.023,   0.046,   0.008,   0.015,   0.000,   0.031,   0.015,   0.015,   0.000,   0.000,   0.000,   0.054,   0.023,   0.062,   0.054,   0.000,   0.000,   0.023,   0.000
    8,   10,    8,    1,  0.946966,   10,   0.039,   0.000,   0.000,   0.225,   0.449,   0.000,   0.058,   0.000,   0.000,   0.000,   0.014,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.103,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.017,   0.033,   0.000,   0.000,   0.062,   0.000,   0.000
    9,   10,    9,    1,  0.915550,   10,   0.019,   0.000,   0.037,   0.019,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.056,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.074,   0.000,   0.019,   0.111,   0.074,   0.000,   0.074,   0.241,   0.019,   0.222,   0.000,   0.019,   0.019
   10,   10,   10,    1,  0.622633,   10,   0.007,   0.188,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.007,   0.007,   0.013,   0.000,   0.007,   0.201,   0.162,   0.039,   0.065,   0.007,   0.000,   0.000,   0.000,   0.007,   0.007,   0.032,   0.123,   0.052,   0.039,   0.013,   0.013,   0.013,   0.000
   11,   10,   11,    1,  0.126503,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.596,   0.018,   0.047,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.047,   0.000,   0.000,   0.000,   0.000,   0.043,   0.047,   0.000,   0.000,   0.000,   0.000,   0.000,   0.021,   0.092,   0.030,   0.059
   12,   10,   12,    1,  0.730560,   10,   0.005,   0.375,   0.000,   0.000,   0.000,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.025,   0.010,   0.110,   0.130,   0.010,   0.020,   0.020,   0.005,   0.000,   0.005,   0.000,   0.015,   0.040,   0.075,   0.055,   0.070,   0.005,   0.005,   0.000,   0.005
   13,   10,   13,    1,  0.817261,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.095,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000,   0.109,   0.060,   0.000,   0.000,   0.084,   0.025,   0.000,   0.338,   0.111,   0.093,   0.070,   0.000,   0.000,   0.000,   0.000
   14,   10,   14,    1,  0.159903,   10,   0.015,   0.000,   0.001,   0.040,   0.000,   0.000,   0.016,   0.000,   0.016,   0.000,   0.075,   0.077,   0.109,   0.154,   0.000,   0.000,   0.000,   0.040,   0.022,   0.000,   0.000,   0.014,   0.166,   0.041,   0.029,   0.087,   0.009,   0.000,   0.000,   0.081,   0.007
   15,   10,   15,    1,  0.954145,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.012,   0.053,   0.023,   0.000,   0.000,   0.000,   0.000,   0.094,   0.070,   0.000,   0.000,   0.082,   0.047,   0.000,   0.000,   0.375,   0.000,   0.056,   0.000,   0.000,   0.000,   0.018,   0.138,   0.000,   0.033
   16,   10,   16,    1,  0.149831,   10,   0.017,   0.001,   0.000,   0.006,   0.000,   0.055,   0.061,   0.092,   0.058,   0.081,   0.029,   0.046,   0.000,   0.000,   0.009,   0.000,   0.000,   0.017,   0.075,   0.121,   0.038,   0.116,   0.000,   0.000,   0.020,   0.000,   0.020,   0.017,   0.020,   0.015,   0.087
   17,   10,   17,    1,  0.949547,   10,   0.000,   0.000,   0.000,   0.000,   0.080,   0.013,   0.000,   0.000,   0.077,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.052,   0.000,   0.000,   0.025,   0.019,   0.160,   0.000,   0.000,   0.000,   0.323,   0.000,   0.016,   0.188,   0.048
   18,   10,   18,    1,  0.624776,   10,   0.023,   0.003,   0.075,   0.071,   0.086,   0.067,   0.051,   0.063,   0.007,   0.005,   0.012,   0.003,   0.023,   0.018,   0.036,   0.023,   0.038,   0.010,   0.009,   0.077,   0.032,   0.037,   0.028,   0.046,   0.030,   0.033,   0.021,   0.005,   0.030,   0.012,   0.026
    1,   11,    1,    1,  0.554787,   10,   0.000,   0.010,   0.005,   0.010,   0.000,   0.000,   0.000,   0.000,   0.049,   0.000,   0.000,   0.000,   0.005,   0.045,   0.005,   0.005,   0.015,   0.015,   0.040,   0.352,   0.000,   0.005,   0.025,   0.094,   0.000,   0.000,   0.000,   0.000,   0.252,   0.069,   0.000
    2,   11,    2,    1,  0.068496,   10,   0.000,   0.000,   0.100,   0.051,   0.019,   0.030,   0.007,   0.000,   0.000,   0.025,   0.007,   0.000,   0.000,   0.000,   0.000,   0.042,   0.380,   0.044,   0.017,   0.031,   0.046,   0.000,   0.023,   0.000,   0.000,   0.000,   0.000,   0.000,   0.179,   0.000,   0.000
    3,   11,    3,    1,  0.767468,   10,   0.000,   0.000,   0.000,   0.059,   0.000,   0.149,   0.014,   0.000,   0.000,   0.000,   0.000,   0.185,   0.108,   0.139,   0.313,   0.000,   0.000,   0.035,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    4,   11,    4,    1,  0.439563,   10,   0.000,   0.000,   0.000,   0.038,   0.030,   0.066,   0.020,   0.000,   0.000,   0.000,   0.000,   0.285,   0.146,   0.116,   0.252,   0.043,   0.004,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    5,   11,    5,    1,  0.293896,   10,   0.071,   0.000,   0.005,   0.012,   0.035,   0.018,   0.007,   0.015,   0.003,   0.001,   0.000,   0.007,   0.057,   0.027,   0.015,   0.044,   0.010,   0.001,   0.001,   0.036,   0.319,   0.105,   0.007,   0.017,   0.001,   0.000,   0.000,   0.017,   0.160,   0.008,   0.000
    6,   11,    6,    1,  0.467539,   10,   0.010,   0.000,   0.011,   0.028,   0.000,   0.103,   0.236,   0.013,   0.033,   0.280,   0.002,   0.000,   0.000,   0.000,   0.015,   0.000,   0.034,   0.013,   0.040,   0.010,   0.009,   0.005,   0.002,   0.067,   0.043,   0.036,   0.001,   0.007,   0.000,   0.000,   0.000
    7,   11,    7,    1,  0.472535,   10,   0.000,   0.000,   0.051,   0.133,   0.010,   0.010,   0.010,   0.010,   0.051,   0.255,   0.143,   0.051,   0.000,   0.112,   0.061,   0.010,   0.000,   0.000,   0.000,   0.010,   0.031,   0.000,   0.000,   0.010,   0.010,   0.000,   0.000,   0.000,   0.010,   0.020,   0.000
    8,   11,    8,    1,  0.869504,   10,   0.129,   0.182,   0.000,   0.000,   0.000,   0.000,   0.108,   0.000,   0.000,   0.037,   0.000,   0.000,   0.000,   0.307,   0.000,   0.049,   0.018,   0.000,   0.000,   0.000,   0.000,   0.042,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.111,   0.017,   0.000
    9,   11,    9,    1,  0.660428,   10,   0.056,   0.056,   0.000,   0.000,   0.000,   0.167,   0.000,   0.056,   0.000,   0.000,   0.056,   0.222,   0.056,   0.000,   0.000,   0.167,   0.000,   0.000,   0.000,   0.000,   0.111,   0.000,   0.000,   0.056,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   10,   11,   10,    1,  0.291583,   10,   0.000,   0.000,   0.035,   0.023,   0.174,   0.047,   0.047,   0.000,   0.000,   0.000,   0.000,   0.012,   0.221,   0.151,   0.047,   0.198,   0.023,   0.000,   0.000,   0.012,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.012,   0.000,   0.000,   0.000
   11,   11,   11,    1,  0.152698,   10,   0.000,   0.049,   0.098,   0.000,   0.024,   0.000,   0.220,   0.012,   0.098,   0.085,   0.012,   0.000,   0.000,   0.024,   0.000,   0.012,   0.122,   0.012,   0.000,   0.000,   0.012,   0.012,   0.073,   0.024,   0.000,   0.000,   0.073,   0.012,   0.024,   0.000,   0.000
   12,   11,   12,    1,  0.765115,   10,   0.000,   0.010,   0.088,   0.157,   0.020,   0.039,   0.010,   0.020,   0.000,   0.137,   0.255,   0.049,   0.000,   0.020,   0.020,   0.000,   0.010,   0.010,   0.000,   0.000,   0.029,   0.000,   0.000,   0.029,   0.020,   0.000,   0.000,   0.000,   0.010,   0.069,   0.000
   13,   11,   13,    1,  0.993671,   10,   0.000,   0.083,   0.000,   0.000,   0.000,   0.000,   0.000,   0.026,   0.000,   0.000,   0.000,   0.112,   0.000,   0.000,   0.000,   0.042,   0.174,   0.000,   0.181,   0.034,   0.142,   0.000,   0.026,   0.034,   0.046,   0.000,   0.000,   0.000,   0.097,   0.000,   0.000
   14,   11,   14,    1,  0.617200,   10,   0.033,   0.001,   0.000,   0.000,   0.006,   0.091,   0.000,   0.000,   0.000,   0.000,   0.003,   0.026,   0.000,   0.013,   0.040,   0.033,   0.013,   0.000,   0.014,   0.012,   0.044,   0.295,   0.034,   0.036,   0.012,   0.112,   0.153,   0.027,   0.000,   0.000,   0.000
   15,   11,   15,    1,  0.824230,   10,   0.007,   0.015,   0.000,   0.000,   0.000,   0.027,   0.000,   0.000,   0.013,   0.039,   0.000,   0.000,   0.000,   0.000,   0.041,   0.000,   0.073,   0.092,   0.053,   0.049,   0.090,   0.068,   0.020,   0.175,   0.162,   0.000,   0.020,   0.000,   0.000,   0.057,   0.000
   16,   11,   16,    1,  0.857021,   10,   0.020,   0.000,   0.000,   0.000,   0.052,   0.032,   0.015,   0.202,   0.154,   0.051,   0.028,   0.018,   0.041,   0.000,   0.279,   0.054,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.009,   0.000,   0.000,   0.036,   0.009,   0.000
   17,   11,   17,    1,  0.481607,   10,   0.007,   0.009,   0.015,   0.007,   0.002,   0.028,   0.007,   0.037,   0.000,   0.000,   0.007,   0.058,   0.000,   0.000,   0.000,   0.038,   0.282,   0.115,   0.080,   0.049,   0.129,   0.012,   0.045,   0.002,   0.029,   0.000,   0.000,   0.015,   0.024,   0.002,   0.000
   18,   11,   18,    1,  0.464460,   10,   0.004,   0.000,   0.000,   0.022,   0.009,   0.130,   0.000,   0.035,   0.007,   0.000,   0.004,   0.030,   0.045,   0.121,   0.208,   0.078,   0.000,   0.002,   0.000,   0.007,   0.002,   0.000,   0.076,   0.000,   0.043,   0.052,   0.069,   0.043,   0.007,   0.007,   0.000
    1,   12,    1,    1,  0.425880,   10,   0.000,   0.000,   0.012,   0.012,   0.000,   0.041,   0.124,   0.202,   0.052,   0.000,   0.095,   0.000,   0.018,   0.021,   0.000,   0.000,   0.054,   0.062,   0.006,   0.027,   0.008,   0.019,   0.002,   0.010,   0.035,   0.058,   0.006,   0.091,   0.006,   0.018,   0.021
    2,   12,    2,    1,  0.603751,   10,   0.011,   0.010,   0.056,   0.079,   0.016,   0.042,   0.000,   0.019,   0.199,   0.009,   0.000,   0.031,   0.000,   0.006,   0.403,   0.049,   0.000,   0.000,   0.001,   0.037,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.027,   0.001,   0.005
    3,   12,    3,    1,  0.525645,   10,   0.000,   0.000,   0.000,   0.448,   0.015,   0.015,   0.045,   0.179,   0.000,   0.239,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000,   0.000,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015
    4,   12,    4,    1,  0.377008,   10,   0.081,   0.000,   0.000,   0.128,   0.054,   0.020,   0.000,   0.033,   0.000,   0.000,   0.005,   0.190,   0.213,   0.000,   0.059,   0.068,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.090,   0.036,   0.000,   0.023,   0.000,   0.000
    5,   12,    5,    1,  0.529612,   10,   0.036,   0.056,   0.013,   0.025,   0.029,   0.125,   0.014,   0.006,   0.242,   0.061,   0.131,   0.001,   0.002,   0.001,   0.001,   0.015,   0.000,   0.005,   0.002,   0.000,   0.000,   0.001,   0.006,   0.001,   0.001,   0.039,   0.093,   0.004,   0.019,   0.045,   0.030
    6,   12,    6,    1,  0.464494,   10,   0.001,   0.001,   0.007,   0.000,   0.056,   0.014,   0.078,   0.013,   0.023,   0.004,   0.007,   0.027,   0.012,   0.009,   0.006,   0.012,   0.103,   0.013,   0.090,   0.005,   0.116,   0.075,   0.070,   0.021,   0.009,   0.000,   0.003,   0.047,   0.002,   0.172,   0.003
    7,   12,    7,    1,  0.238601,   10,   0.008,   0.000,   0.008,   0.176,   0.000,   0.008,   0.042,   0.118,   0.000,   0.210,   0.008,   0.000,   0.017,   0.000,   0.109,   0.084,   0.000,   0.000,   0.000,   0.008,   0.008,   0.008,   0.000,   0.000,   0.008,   0.000,   0.000,   0.000,   0.008,   0.000,   0.168
    8,   12,    8,    1,  0.081227,   10,   0.000,   0.000,   0.000,   0.000,   0.113,   0.151,   0.000,   0.000,   0.000,   0.000,   0.000,   0.014,   0.077,   0.000,   0.109,   0.038,   0.000,   0.075,   0.000,   0.068,   0.053,   0.060,   0.113,   0.000,   0.000,   0.063,   0.000,   0.048,   0.000,   0.018,   0.000
    9,   12,    9,    1,  0.951681,   10,   0.114,   0.030,   0.009,   0.046,   0.092,   0.118,   0.016,   0.031,   0.017,   0.001,   0.024,   0.061,   0.010,   0.225,   0.004,   0.001,   0.003,   0.002,   0.015,   0.002,   0.000,   0.000,   0.000,   0.015,   0.016,   0.000,   0.040,   0.054,   0.050,   0.001,   0.000
   10,   12,   10,    1,  0.959272,   10,   0.035,   0.050,   0.018,   0.000,   0.000,   0.000,   0.041,   0.049,   0.022,   0.000,   0.000,   0.000,   0.000,   0.110,   0.005,   0.000,   0.023,   0.014,   0.000,   0.000,   0.077,   0.099,   0.000,   0.072,   0.000,   0.000,   0.000,   0.340,   0.000,   0.032,   0.014
   11,   12,   11,    1,  0.365217,   10,   0.051,   0.020,   0.007,   0.000,   0.000,   0.000,   0.000,   0.178,   0.020,   0.000,   0.000,   0.000,   0.000,   0.060,   0.000,   0.000,   0.050,   0.000,   0.000,   0.000,   0.130,   0.007,   0.000,   0.088,   0.000,   0.000,   0.000,   0.258,   0.031,   0.099,   0.003
   12,   12,   12,    1,  0.352074,   10,   0.000,   0.047,   0.004,   0.086,   0.004,   0.000,   0.000,   0.000,   0.043,   0.027,   0.070,   0.176,   0.031,   0.047,   0.160,   0.027,   0.074,   0.016,   0.047,   0.016,   0.000,   0.004,   0.043,   0.012,   0.004,   0.039,   0.008,   0.004,   0.000,   0.000,   0.012
   13,   12,   13,    1,  0.379966,   10,   0.049,   0.021,   0.171,   0.000,   0.000,   0.082,   0.000,   0.022,   0.000,   0.000,   0.000,   0.015,   0.031,   0.017,   0.008,   0.000,   0.025,   0.029,   0.094,   0.012,   0.000,   0.000,   0.000,   0.000,   0.009,   0.079,   0.000,   0.000,   0.020,   0.199,   0.117
   14,   12,   14,    1,  0.465304,   10,   0.000,   0.000,   0.002,   0.054,   0.013,   0.000,   0.001,   0.062,   0.129,   0.089,   0.048,   0.008,   0.000,   0.112,   0.032,   0.028,   0.036,   0.008,   0.023,   0.000,   0.000,   0.009,   0.042,   0.008,   0.023,   0.082,   0.052,   0.091,   0.009,   0.008,   0.029
   15,   12,   15,    1,  0.259624,   10,   0.125,   0.064,   0.050,   0.000,   0.053,   0.000,   0.009,   0.022,   0.036,   0.000,   0.000,   0.010,   0.043,   0.007,   0.000,   0.075,   0.064,   0.122,   0.158,   0.025,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.022,   0.083,   0.019,   0.000,   0.011
   16,   12,   16,    1,  0.234397,   10,   0.072,   0.000,   0.000,   0.015,   0.009,   0.000,   0.000,   0.000,   0.138,   0.180,   0.031,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.005,   0.218,   0.031,   0.095,   0.000,   0.035,   0.061,   0.005,   0.056,   0.038
   17,   12,   17,    1,  0.773003,   10,   0.000,   0.000,   0.079,   0.000,   0.027,   0.002,   0.046,   0.000,   0.010,   0.061,   0.226,   0.008,   0.068,   0.000,   0.000,   0.119,   0.014,   0.000,   0.000,   0.000,   0.000,   0.092,   0.129,   0.060,   0.009,   0.000,   0.000,   0.046,   0.004,   0.000,   0.000
