,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,291.4865876926448,71.3382885859435,7.225695618549169,125.71646703415931,882.9084398960507,1463.4568221153875,207.40690526523002
FEB,283.5184585227476,71.3382885859435,7.225695618549169,117.69219316764833,760.9227443853871,1260.8181382233797,177.12711604498014
MAR,261.4923492358494,71.3382885859435,7.225695618549169,121.23869662342229,941.0581905560031,1535.6257429628538,281.7440592955585
APR,223.30877529477945,71.3382885859435,7.225695618549169,123.92880410178614,946.9879725888037,1531.5216900377277,313.06521320373514
MAY,181.79529121429354,71.3382885859435,7.225695618549169,123.03060694513277,1127.7928197217605,1850.2242736132505,514.393021158462
JUN,159.969861904678,71.3382885859435,7.225695618549169,129.22355018474286,1209.2120586860558,2110.977307983098,709.8332579594222
JUL,159.73485274966004,71.3382885859435,7.225695618549169,94.6141363859485,828.23869974965,1279.692380825902,280.8418587640161
AUG,182.18096686049887,71.3382885859435,7.225695618549169,105.08278495061053,928.841912514345,1512.91967720624,386.94757079455957
SEP,212.21793694747586,71.3382885859435,7.225695618549169,113.84876264994251,964.0110920112722,1591.291826662607,380.25055586240626
OCT,244.0083011570257,71.3382885859435,7.225695618549169,131.10086475056985,1044.0211491169016,1854.7030739062714,525.8181510513002
NOV,266.27488569771725,71.3382885859435,7.225695618549169,118.57252621369739,1041.625201889717,1787.0133927630227,465.94380082554096
DEC,272.8587053151347,71.3382885859435,7.225695618549169,115.64789091657016,901.0797371599778,1514.3080870611568,296.71519079671634
