,Variable,total_[m3pd],total_[MGD],total_[Mld],pct_of_pcip
0,actual_et,229617.48273991173,60.65852173681135,229.61737476774306,0.14779561972215513
1,direct_net_infiltation,63457.44707165519,16.763684048041714,63.45741723229759,0.040845028889043476
2,direct_soil_moisture,5912.410882730037,1.5618937189258806,5.912408102559218,0.0038055831813768623
3,interception,124448.24054451099,32.87574715174342,124.44818202568106,0.08010237119201206
4,net_infiltration,878080.415498809,231.96430574293004,878.0800026023448,0.5651853579526086
5,rainfall,1490157.4920691373,393.657963432749,1490.1567913579624,0.9591549711109565
6,runoff,329700.91031888284,87.0977662353243,329.700755284859,0.21221533213449909
