,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,68.43483472616283,16.763680707813293,1.5618934077125595,38.93868889768294,266.9221978186236,456.5381272593077,93.30695398757354
FEB,64.21505143146511,16.763680707813297,1.5618934077125595,39.47668912327017,290.5925112711954,493.7741228526715,120.00555980337518
MAR,60.09051096104088,16.763680707813293,1.5618934077125595,35.812794791040254,258.3781598463426,429.56502041284676,94.02387767063531
APR,55.25175865147915,16.763680707813293,1.5618934077125595,36.34978819967643,255.60666001394438,425.3687082679034,97.44747501133202
MAY,55.4446991769639,16.763680707813293,1.5618934077125595,31.907040288162243,237.976747186853,386.54090724339,84.52012505843291
JUN,51.96142287950696,16.763680707813293,1.5618934077125595,28.868233583891758,211.18506639797678,348.26424825916445,73.34337625568187
JUL,49.802110055312134,16.763680707813293,1.5618934077125595,24.70554280113266,171.2703501719598,275.3201287358123,48.5289044988069
AUG,57.95187268876898,16.763680707813293,1.5618934077125595,25.838039703046057,163.280627329889,268.2284668129812,41.83458631418439
SEP,63.105734689278805,16.763680707813293,1.5618934077125595,28.476217949000148,177.7177619433759,307.5423307565634,53.18901882623269
OCT,65.64313472517973,16.763680707813293,1.5618934077125595,35.655376329133425,236.9820020385675,431.19889936412704,113.06725091895836
NOV,69.4413111833617,16.763680707813293,1.5618934077125595,32.87924496327539,250.64180085412232,437.3035824693963,109.05554601265695
DEC,66.81115251155494,16.763680707813293,1.5618934077125595,36.08101664411175,267.6359070295123,472.1273692253597,119.53959780320741
