,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,259.0539077207641,63.45740458816352,5.9124069244892,147.39890234017798,1010.409956844596,1728.1839923086561,353.20507669410074
FEB,243.08029783918238,63.457404588163534,5.9124069244892,149.43545377411814,1100.011798091096,1869.1375023877313,454.2702461352944
MAR,227.46722109703376,63.45740458816352,5.9124069244892,135.56611152995168,978.0672700639439,1626.0797239209944,355.91892677319964
APR,209.15055971689569,63.45740458816352,5.9124069244892,137.59885174893716,967.5760068833853,1610.1949619644042,368.87864638264637
MAY,209.88091871147094,63.45740458816352,5.9124069244892,120.78122937721224,900.8395585685853,1463.215815688201,319.94332659744254
JUN,196.69528978231446,63.45740458816352,5.9124069244892,109.27810009079971,799.4220621935654,1318.3229680027237,277.63474991202077
JUL,188.52140542447913,63.45740458816352,5.9124069244892,93.52060877483558,648.3284962444384,1042.1995685178313,183.70180037882864
AUG,219.37159839479298,63.45740458816352,5.9124069244892,97.80757387230759,618.0841195008352,1015.3547205585272,158.36106137957674
SEP,238.88107915014288,63.45740458816352,5.9124069244892,107.79416018632466,672.7345932380746,1164.1738142692027,201.3422437550095
OCT,248.48617862004264,63.45740458816352,5.9124069244892,134.97021811006496,897.0740403368138,1632.2646256419603,428.0059023011342
NOV,262.8638337666092,63.45740458816352,5.9124069244892,124.4614226764323,948.7819793712032,1655.3733541154775,412.81995443177175
DEC,252.9076048287652,63.45740458816352,5.9124069244892,136.58144121478705,1013.1116388285861,1787.195664739369,452.5063889202394
