,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,70.28570194141737,16.60476351651788,1.5618934077125595,37.25867012720697,247.95951110192527,417.63473787258806,71.35490963720689
FEB,67.78094691154377,16.60476351651788,1.5618934077125595,35.838140616473424,239.74196453984504,397.15692173306564,71.68197263984658
MAR,62.86770431248501,16.60476351651788,1.5618934077125595,36.277400711280904,271.3459300300816,452.74476817263474,100.16322241423444
APR,53.86920101269147,16.60476351651788,1.5618934077125595,33.721947322030566,221.63198972661095,360.49465550061257,68.4775179334648
MAY,44.364128288767134,16.60476351651788,1.5618934077125595,30.172979861100945,235.42382367629227,352.7230123178128,61.86335609546621
JUN,39.56170349710312,16.60476351651788,1.5618934077125595,31.568637772250888,260.1884984663441,417.76686399641363,104.00481131452827
JUL,39.9450113654691,16.60476351651788,1.5618934077125595,26.332567442218693,206.30591485447994,323.74173202820896,70.28454129311784
AUG,45.19981002141899,16.60476351651788,1.5618934077125595,26.976905256489072,197.35690066455675,306.9800300868336,56.54262148603611
SEP,51.888633065323226,16.60476351651788,1.5618934077125595,29.271490558205937,209.6966091133892,334.85896589113025,60.07799787629996
OCT,59.17800525019899,16.60476351651788,1.5618934077125595,34.88680069860949,242.14652409695086,416.09598340163024,99.11928864101264
NOV,64.83787603796866,16.60476351651788,1.5618934077125595,30.81621602589877,231.07976713723062,385.6920571488055,81.82963467265647
DEC,66.5491311109063,16.60476351651788,1.5618934077125595,34.53497202185596,252.86131716486412,433.37749260900904,95.9894475876379
