,SHED_NAME,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
0,Fagatuitui - Vaaogeoge,4704.518396784311,0.0,0.0,5223.852723838126,16609.065215068847,28516.336627376004,2272.1970181507277
1,Vatia,5437.501545584185,630.709838713349,41.753424657633055,4435.311462752849,16441.411302786208,27655.923685925864,1974.528151874015
2,Tula,2206.1744191087373,611.8303407427605,60.542465753473714,957.7887700429411,3755.4073871100163,6614.5062750597945,252.10022013875195
3,Onenoa,992.7624828237482,174.16223647022605,10.438356164380082,690.6590541852859,2204.4329540147037,3849.681442178531,120.54909565457544
4,Afono,4082.778633557528,414.47233127231135,51.14794520546065,2410.475661320412,12181.949630047126,19778.129167357038,1528.4049851501654
5,Masefau,4559.0721456316305,907.0044396316694,28.18356164380743,2764.3515826420357,11776.70650829387,19551.66554275619,1402.9985767457354
6,Aoa,2620.9546817617684,446.8625535722623,32.35890410958991,1439.872079828666,5297.423989003435,9319.73666359427,395.8120270779614
7,Masausi,1924.8328640786988,489.65460002431854,20.876712328770257,1313.5488203673294,4544.086090281482,7655.732360852437,378.31212560179563
8,Sailele,725.2135013133402,222.23086722137214,14.61369863013751,442.5880441223386,1613.6359075122668,2688.2959683568965,94.45320527216197
9,Alao,1797.6728053991096,593.5144974574464,52.19178082195956,899.0086452823725,3622.532355124348,5973.065775376842,247.140260301669
10,Pago Pago Harbor,15222.042554263891,5653.582517966806,643.0027397257602,6439.989082967087,39323.65019193425,62290.18233325551,5099.719803424159
11,Fagaitua,5428.378409647487,1751.4865988852523,126.30410958906876,4050.9276999761455,16674.63896204758,25835.795935874343,1286.8631627270224
12,Auasi,874.976056439598,297.5018539106435,26.09589041096673,622.5018085245296,2506.151874160213,3850.74269403348,115.79268510718786
13,Amouli,2232.379919535618,835.6982907093986,59.4986301369207,1230.87878158865,5366.54332227329,8312.752033308841,256.80791943537446
14,Alega,1192.13856839265,243.00667678131006,7.306849315064942,1102.2295163377732,4825.733822789427,7417.395135968154,539.5046981590243
15,Laulii - Aumi,3019.538058231334,745.0550728733076,79.33150684932498,1892.1643034990964,10081.510517585173,15364.526372192126,1049.435792041814
16,Fagasa,4194.355955163887,625.311467899815,78.28767123276188,2443.7009457383056,13239.628210078481,21682.537769081915,2536.3378834051073
17,Aasu,9717.502360237566,708.7678694807822,81.41917808229094,8159.181097487681,39054.565076335115,62107.489068246694,6400.375529369024
18,Fagaalu,3174.589422730092,694.8048350651977,106.47123287674712,1847.3124201523747,9990.980370927764,16214.864104292059,1698.762433206953
19,Aoloau Sisifo,1407.5757989523959,0.0,0.0,1739.980016126341,5866.253546238689,9640.014823095107,735.9319465688124
20,Aoloau Sasae,5164.016557064409,93.76775417445371,16.70136986301965,5591.7978285456065,23542.797151702103,37424.038402135535,3629.2059342568336
21,Fagamalo,2112.01869789472,195.06678571619858,7.3068493150696066,2198.5109278710725,7709.64809301065,12519.39211282404,758.2143560206682
22,Matuu - Faganeanea,2405.2199471944036,607.6671700852353,75.15616438348648,2315.102140417111,11365.894590516009,17224.08433598983,1554.5582876883934
23,Nuuuli Pala,29773.366799645395,9453.528663747298,1385.1698630139522,10196.17589761353,72294.53938053631,116355.9577204801,11111.339581240763
24,Maloata,2761.5471818594647,286.3693504198191,6.263013698639255,3241.029559146216,12513.297768154744,20174.994017466175,2095.2877541641806
25,Fagalii,2521.2422853703133,594.1460295560449,35.490410958930205,2198.0116160623493,8321.502782431224,13622.869019539636,1282.7956878680027
26,Afao - Asili,3051.5177317093426,228.21726287940368,31.315068493187223,3089.2715260239065,13348.722964731147,21628.703816532216,2372.266065063949
27,Leone,30531.676808642093,7109.813180697799,763.0438356165643,8940.63992867907,66327.68474140027,107587.19468249915,9236.17419332348
28,Poloa,1337.0507749246813,469.0353637497194,28.18356164381822,1157.3127198831198,4410.979651695725,6990.575908721438,599.8366576991726
29,Nua - Seetaga,3380.4546890789443,524.2316480170654,56.36712328758146,3485.8003131298815,14033.317313636411,22475.141464239157,2063.207192972909
30,Tafuna Plain,39843.58135952414,10006.561501931314,1823.5808219172513,2079.377968177229,50224.43264857334,88114.3569810007,4448.63081083266
31,Amanave,1415.9943255048588,298.1403343717272,34.446575342466446,1057.4246165456625,4123.60128428883,6831.312595834543,468.51169672830326
32,Fagatele - Larsen,5063.886610822602,423.52065359871534,25.052054794583178,2516.2597084067015,9412.46753176265,17898.21620993855,1395.145451707232
