,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,266.06019898606075,62.85583786306196,5.9124069244892,141.03934248623054,938.628412920339,1580.9187130902737,270.10758848977935
FEB,256.5786742484269,62.85583786306196,5.9124069244892,135.66205587100467,907.5216299887749,1503.401783097564,271.34565605060163
MAR,237.9800365815239,62.85583786306196,5.9124069244892,137.32483542648984,1027.1555969951712,1713.8245728883733,379.15886375906723
APR,203.91701220545244,62.85583786306196,5.9124069244892,127.65139661228773,838.9679502310104,1364.620073878574,259.21548116051696
MAY,167.936414865582,62.85583786306196,5.9124069244892,114.21709969601014,891.1756963824736,1335.2012180579718,234.17816679733875
JUN,149.75726803496912,62.85583786306196,5.9124069244892,119.50023710945624,984.9201439794836,1581.4188646406642,393.7008527981285
JUL,151.20824547296039,62.85583786306196,5.9124069244892,99.67956412144906,780.9524731492969,1225.4951898369025,266.0558054563812
AUG,171.09981285317966,62.85583786306196,5.9124069244892,102.1186469269663,747.0767853446198,1162.0452756910008,214.03700479945596
SEP,196.4197504918052,62.85583786306196,5.9124069244892,110.80459307393834,793.7876411039147,1267.5784780739434,227.41985394092464
OCT,224.0130128541558,62.85583786306196,5.9124069244892,132.06084423252335,916.6238737818388,1575.0938965283651,375.2071464145757
NOV,245.43794433288693,62.85583786306196,5.9124069244892,116.65201230659746,874.7316613189442,1460.0025700516599,309.75871738622055
DEC,251.91574639853584,62.85583786306196,5.9124069244892,130.72902844125377,957.1837586090484,1640.511494297069,363.3594147927204
