OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Fagatuitui - Vaaogeoge,1,2040,5100000.000000000000000,0.000000000000000,150.559997559000010,150.559997559000010,135.394377147000000,24.814373262099998,276204.529380999971181
1,Vatia,2,1949,4872500.000000000000000,0.000000000000000,150.199996948000006,150.199996948000006,137.428259475999994,21.714145715299999,267847.677719000028446
2,Tula,3,651,1627500.000000000000000,0.000000000000000,118.730003357000001,118.730003357000001,98.386868103300003,41.566557834900003,64049.851135299999441
3,Onenoa,4,359,897500.000000000000000,0.000000000000000,118.029998778999996,118.029998778999996,103.847464814000006,15.245790353100000,37281.239868199998455
4,Afono,5,1347,3367500.000000000000000,0.000000000000000,151.949996948000006,151.949996948000006,142.211583756000010,20.586022363800002,191559.003319000010379
5,Masefau,6,1443,3607500.000000000000000,0.000000000000000,151.949996948000006,151.949996948000006,131.229072755999994,24.673697710199999,189363.551987000013469
6,Aoa,7,877,2192500.000000000000000,0.000000000000000,107.019996642999999,107.019996642999999,102.930991187000004,13.739074221999999,90270.479270900003030
7,Masausi,8,617,1542500.000000000000000,0.000000000000000,133.100006103999988,133.100006103999988,120.173613771999996,22.381134164100001,74147.119697600006475
8,Sailele,9,263,657500.000000000000000,0.000000000000000,123.650001525999997,123.650001525999997,99.007796806100004,28.838614548700001,26039.050559999999678
9,Alao,10,540,1350000.000000000000000,0.000000000000000,118.730003357000001,118.730003357000001,107.121242099000000,16.830272034099998,57845.470733599999221
10,Pago Pago Harbor,11,4176,10440000.000000000000000,0.000000000000000,178.979995728000006,178.979995728000006,144.468112719000004,19.028073437600000,603298.838714999961667
11,Fagaitua,12,1949,4872500.000000000000000,0.000000000000000,151.949996948000006,151.949996948000006,128.384901337000002,13.868760284700000,250222.172706999990623
12,Auasi,13,377,942500.000000000000000,0.000000000000000,104.239997864000003,104.239997864000003,98.910160054599999,13.659121568900000,37289.130340600000636
13,Amouli,14,787,1967500.000000000000000,0.000000000000000,116.169998168999996,116.169998168999996,102.313151484000002,7.148078434000000,80520.450218199999654
14,Alega,15,513,1282500.000000000000000,0.000000000000000,151.949996948000006,151.949996948000006,140.056196841000002,13.385979326099999,71848.828979500001878
15,Laulii - Aumi,16,1083,2707500.000000000000000,0.000000000000000,151.740005493000012,151.740005493000012,137.413907136999995,9.119785050679999,148819.261429000005592
16,Fagasa,17,1393,3482500.000000000000000,0.000000000000000,174.149993896000012,174.149993896000012,150.753796114000011,20.619381234799999,210000.037986999988789
17,Aasu,18,3370,8425000.000000000000000,0.000000000000000,224.839996337999992,224.839996337999992,178.491632025999991,30.765348265200000,601516.799926999956369
18,Fagaalu,19,991,2477500.000000000000000,0.000000000000000,190.179992676000012,190.179992676000012,158.475035096999989,25.598586309600002,157048.759781000000658
19,Aoloau Sisifo,20,632,1580000.000000000000000,0.000000000000000,196.520004271999994,196.520004271999994,147.737376140999999,26.481616820700001,93370.021720899996581
20,Aoloau Sasae,21,2114,5285000.000000000000000,0.000000000000000,217.889999390000014,217.889999390000014,171.453824139999995,30.237413615900000,362453.384231999982148
21,Fagamalo,22,848,2120000.000000000000000,0.000000000000000,176.649993896000012,176.649993896000012,143.003841130000012,26.437120136600001,121267.257278000004590
22,Matuu - Faganeanea,23,1036,2590000.000000000000000,0.000000000000000,190.179992676000012,190.179992676000012,161.026456781000007,23.882778648700000,166823.409225000010338
23,Nuuuli Pala,24,7034,17585000.000000000000000,0.000000000000000,218.210006714000002,218.210006714000002,160.218471491000003,31.789983158399998,1126976.728469999972731
24,Maloata,25,1118,2795000.000000000000000,0.000000000000000,198.529998779000010,198.529998779000010,174.789060151999990,21.650380952700001,195414.169250000006286
25,Fagalii,26,823,2057500.000000000000000,0.000000000000000,184.309997559000010,184.309997559000010,160.323400708000008,20.937983921400001,131946.158782999991672
26,Afao - Asili,27,1105,2762500.000000000000000,0.000000000000000,206.559997559000010,206.559997559000010,189.568399862999996,14.694309395800000,209473.081848000001628
27,Leone,28,5866,14665000.000000000000000,0.000000000000000,224.809997559000010,224.809997559000010,177.633695463000009,24.329060822500001,1041999.257579999975860
28,Poloa,29,425,1062500.000000000000000,0.000000000000000,176.720001220999990,176.720001220999990,159.314422355999994,21.705137587599999,67708.629501300005359
29,Nua - Seetaga,30,1238,3095000.000000000000000,0.000000000000000,190.309997559000010,190.309997559000010,175.834969503999986,14.186833864000000,217683.692245000012917
30,Tafuna Plain,31,5671,14177500.000000000000000,0.000000000000000,224.809997559000010,224.809997559000010,150.490198765000002,24.486324803999999,853429.917198000010103
31,Amanave,32,404,1010000.000000000000000,152.889999390000014,174.710006714000002,21.820007324199999,163.780690636999992,5.016475921220000,66167.399017300005653
32,Fagatele - Larsen,33,1260,3150000.000000000000000,0.000000000000000,152.070007323999988,152.070007323999988,137.569247206000000,16.925870614000001,173337.251480000006268
