OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Fagatuitui - Vaaogeoge,1,2040,5100000.000000000000000,0.000000000000000,249.179992676000012,249.179992676000012,44.763730393700001,21.266387666800000,91318.010003100003814
1,Vatia,2,1949,4872500.000000000000000,0.000000000000000,239.610000609999986,239.610000609999986,42.737983560200000,21.570021197300001,83296.329958899994381
2,Tula,3,651,1627500.000000000000000,0.000000000000000,97.190002441399997,97.190002441399997,7.224301078330000,7.521305406440000,4703.020001990000310
3,Onenoa,4,359,897500.000000000000000,0.000000000000000,94.080001831100006,94.080001831100006,8.919275762480000,6.479285414770000,3202.019998730000225
4,Afono,5,1347,3367500.000000000000000,0.000000000000000,192.619995117000002,192.619995117000002,38.223518931999998,19.744084227599998,51487.080001399997855
5,Masefau,6,1443,3607500.000000000000000,0.000000000000000,165.449996948000006,165.449996948000006,29.103846194399999,19.542194000799999,41996.850058600000921
6,Aoa,7,877,2192500.000000000000000,0.000000000000000,91.209999084499998,91.209999084499998,11.735461805700000,8.102952663769999,10292.000003600000127
7,Masausi,8,617,1542500.000000000000000,0.000000000000000,109.230003357000001,109.230003357000001,14.627001600100000,8.104466242390000,9024.859987260000707
8,Sailele,9,263,657500.000000000000000,0.000000000000000,44.380001068100000,44.380001068100000,9.547794687880000,5.855741869900000,2511.070002909999857
9,Alao,10,540,1350000.000000000000000,0.000000000000000,95.519996643100001,95.519996643100001,9.693185169170000,7.590168302430000,5234.319991350000237
10,Pago Pago Harbor,11,4176,10440000.000000000000000,0.000000000000000,247.039993285999998,247.039993285999998,47.277631712800002,20.439701439299998,197431.390033000003314
11,Fagaitua,12,1949,4872500.000000000000000,0.000000000000000,129.449996948000006,129.449996948000006,20.763063122300000,12.411083444899999,40467.210025400003360
12,Auasi,13,377,942500.000000000000000,0.000000000000000,82.750000000000000,82.750000000000000,8.018249333929999,6.207929705200000,3022.879998890000024
13,Amouli,14,787,1967500.000000000000000,0.000000000000000,86.209999084499998,86.209999084499998,8.701372323619999,6.177446561840000,6847.980018690000179
14,Alega,15,513,1282500.000000000000000,0.000000000000000,188.250000000000000,188.250000000000000,36.830526316600000,15.940396243000000,18894.060000400000717
15,Laulii - Aumi,16,1083,2707500.000000000000000,0.000000000000000,132.009994506999988,132.009994506999988,35.680341591999998,11.766688107600000,38641.809944200002064
16,Fagasa,17,1393,3482500.000000000000000,0.000000000000000,229.869995117000002,229.869995117000002,54.778047404200002,24.010069061199999,76305.820034000003943
17,Aasu,18,3370,8425000.000000000000000,0.000000000000000,252.559997559000010,252.559997559000010,50.427353094300003,21.047993853000001,169940.179927999997744
18,Fagaalu,19,991,2477500.000000000000000,0.000000000000000,240.720001220999990,240.720001220999990,54.599364254699999,23.790079725500000,54107.969976400003361
19,Aoloau Sisifo,20,632,1580000.000000000000000,0.000000000000000,199.300003051999994,199.300003051999994,46.240854519800003,24.602137038500000,29224.220056499998464
20,Aoloau Sasae,21,2114,5285000.000000000000000,0.000000000000000,233.009994506999988,233.009994506999988,54.008216689599998,23.949968202899999,114173.370081999993999
21,Fagamalo,22,848,2120000.000000000000000,0.000000000000000,166.539993285999998,166.539993285999998,37.345742952700000,16.278676765000000,31669.190023899998778
22,Matuu - Faganeanea,23,1036,2590000.000000000000000,0.000000000000000,173.789993285999998,173.789993285999998,47.158996148500002,20.791766766700000,48856.720009800003027
23,Nuuuli Pala,24,7034,17585000.000000000000000,0.000000000000000,269.630004883000026,269.630004883000026,41.188881150999997,23.801504861500000,289722.590015999972820
24,Maloata,25,1118,2795000.000000000000000,0.000000000000000,221.570007323999988,221.570007323999988,48.083059031099999,20.376535571400002,53756.859996799998044
25,Fagalii,26,823,2057500.000000000000000,0.000000000000000,129.279998779000010,129.279998779000010,29.659404613300001,14.008211669200000,24409.689996699999028
26,Afao - Asili,27,1105,2762500.000000000000000,0.000000000000000,196.360000609999986,196.360000609999986,40.890696799600001,18.479812368099999,45184.219963600000483
27,Leone,28,5866,14665000.000000000000000,0.000000000000000,209.779998779000010,209.779998779000010,27.256750753900000,19.780437323699999,159888.099923000001581
28,Poloa,29,425,1062500.000000000000000,0.000000000000000,130.089996337999992,130.089996337999992,21.016329356899998,12.069992896500001,8931.939976690000549
29,Nua - Seetaga,30,1238,3095000.000000000000000,0.000000000000000,170.419998168999996,170.419998168999996,29.688764158100000,15.012264461299999,36754.690027700002247
30,Tafuna Plain,31,5671,14177500.000000000000000,0.000000000000000,113.410003661999994,113.410003661999994,15.959853642400001,10.974853432000000,90508.330005900003016
31,Amanave,32,404,1010000.000000000000000,0.540000021458000,61.259998321499999,60.719998300100002,16.147425706000000,6.102464570280000,6523.559985220000272
32,Fagatele - Larsen,33,1260,3150000.000000000000000,0.000000000000000,146.929992676000012,146.929992676000012,19.198952410699999,10.800166661200000,24190.680037499998434
