,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,76.06005059804399,19.67408604642018,1.9088277408653669,37.673777502178886,299.2682073116881,512.0258379547171,113.99268009088664
FEB,73.88067398984853,19.67408604642018,1.9088277408653669,33.5807226977683,246.95909123137136,409.890753173104,78.08707091122797
MAR,67.81404586367601,19.67408604642018,1.9088277408653669,29.4510559944833,206.8362038898392,329.9225810506781,44.796806500663166
APR,58.59201318170625,19.67408604642018,1.9088277408653669,31.340033238644335,233.96979312051025,370.6853031234256,66.34921050029055
MAY,47.92920132972105,19.67408604642018,1.9088277408653669,32.45468435585173,299.1592273367574,486.37580908812635,133.031708298126
JUN,42.720824635412114,19.67408604642018,1.9088277408653669,31.917937819661432,295.72375873003597,495.5332050232097,149.25185237920255
JUL,42.66133349633724,19.67408604642018,1.9088277408653669,27.020729061791375,246.78557857138819,404.3344433602732,112.52872074915838
AUG,48.58491203280828,19.67408604642018,1.9088277408653669,26.842967515706405,230.5820908719986,367.5648906278647,85.78728351793774
SEP,55.93463683419097,19.67408604642018,1.9088277408653669,33.703538254629834,299.6143077181183,522.7948151247301,158.16493043161955
OCT,63.75531109697597,19.67408604642018,1.9088277408653669,33.95741948893091,271.21648671098603,475.33041120418915,130.53820137026116
NOV,70.01263599576312,19.67408604642018,1.9088277408653669,30.941915945521043,270.53636825548966,459.08425645749554,115.71853719586078
DEC,71.95114764155707,19.67408604642018,1.9088277408653669,36.989337417335925,324.23750657824246,584.1219734316138,174.9149795751946
