,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,287.9184761343417,74.47448206097941,7.225695618549169,142.61069409452298,1132.8528646397374,1938.2277272521656,431.5090311428432
FEB,279.66864212791256,74.47448206097941,7.225695618549169,127.11680350735911,934.8414135381455,1551.6045559689996,295.59157909807146
MAR,256.7039673528178,74.47448206097941,7.225695618549169,111.48432187207703,782.9598345666362,1248.8922375350476,169.57427929567535
APR,221.79479261816266,74.47448206097941,7.225695618549169,118.63487522189665,885.6715945763108,1403.1958532964466,251.15896491990486
MAY,181.43167800553937,74.47448206097941,7.225695618549169,122.85428670748472,1132.4403307528348,1841.1318514802845,503.5795589088092
JUN,161.7158367831354,74.47448206097941,7.225695618549169,120.82248100192459,1119.4356735342656,1875.7963496269083,564.9794545147571
JUL,161.49063843036996,74.47448206097941,7.225695618549169,102.2845379977957,934.1845969799186,1530.571645240412,425.96734481107165
AUG,183.9138118581128,74.47448206097941,7.225695618549169,101.61163766363019,872.8477526077722,1391.3838126316255,324.7400409016367
SEP,211.73553361851484,74.47448206097941,7.225695618549169,127.58171074445832,1134.1629965792422,1978.9927211213048,598.719109305157
OCT,241.33999217960383,74.47448206097941,7.225695618549169,128.54275530759395,1026.6656009606336,1799.3204918764498,494.1406128490003
NOV,265.02653242472167,74.47448206097941,7.225695618549169,117.12783803933482,1024.0910737580132,1737.8221352367682,438.0421078865834
DEC,272.36459379382654,74.47448206097941,7.225695618549169,140.01980775295758,1227.371899776345,2211.1411594477654,662.1249128337374
