OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Fagatuitui - Vaaogeoge,1,2040,5100000.000000000000000,0.000000000000000,50.180000305199997,50.180000305199997,13.289450978500000,4.895382177640000,27110.479996099998971
1,Vatia,2,1949,4872500.000000000000000,0.000000000000000,51.459999084499998,51.459999084499998,16.502442280000000,10.308244398499999,32163.260003700001107
2,Tula,3,651,1627500.000000000000000,0.000000000000000,58.150001525900002,58.150001525900002,23.406513089200001,17.317346272199998,15237.640021100000013
3,Onenoa,4,359,897500.000000000000000,0.000000000000000,54.799999237100003,54.799999237100003,19.878272993000000,10.229024244200000,7136.300004480000098
4,Afono,5,1347,3367500.000000000000000,0.000000000000000,49.150001525900002,49.150001525900002,17.367171500800001,11.089892673200000,23393.580011599999125
5,Masefau,6,1443,3607500.000000000000000,0.000000000000000,51.630001068100000,51.630001068100000,17.906382559099999,12.069317252699999,25838.910032700001466
6,Aoa,7,877,2192500.000000000000000,0.000000000000000,50.369998931900000,50.369998931900000,19.767092333400001,11.041092388899999,17335.739976400000160
7,Masausi,8,617,1542500.000000000000000,0.000000000000000,55.139999389600000,55.139999389600000,18.914294978400001,11.807376001100000,11670.120001699999193
8,Sailele,9,263,657500.000000000000000,0.000000000000000,53.639999389600000,53.639999389600000,16.958288968700000,10.188583229300001,4460.029998779999914
9,Alao,10,540,1350000.000000000000000,0.000000000000000,59.389999389600000,59.389999389600000,23.952166646500000,15.179347740100001,12934.169989100000748
10,Pago Pago Harbor,11,4176,10440000.000000000000000,0.000000000000000,53.869998931900000,53.869998931900000,20.584798851999999,13.260137568099999,85962.120005799995852
11,Fagaitua,12,1949,4872500.000000000000000,0.000000000000000,58.470001220699999,58.470001220699999,19.909861468700001,12.833754905899999,38804.320002599997679
12,Auasi,13,377,942500.000000000000000,0.000000000000000,53.400001525900002,53.400001525900002,20.454668475100000,10.681601868200000,7711.410015110000131
13,Amouli,14,787,1967500.000000000000000,0.000000000000000,58.380001068100000,58.380001068100000,22.192477787300000,12.098173181600000,17465.480018599999312
14,Alega,15,513,1282500.000000000000000,0.000000000000000,54.369998931900000,54.369998931900000,15.505321631199999,7.745598238330000,7954.229996799999753
15,Laulii - Aumi,16,1083,2707500.000000000000000,0.000000000000000,54.430000305199997,54.430000305199997,19.882770080400000,12.536500351600001,21533.039997100000619
16,Fagasa,17,1393,3482500.000000000000000,0.000000000000000,45.970001220699999,45.970001220699999,16.274673402700000,9.622999833110001,22670.620050000001356
17,Aasu,18,3370,8425000.000000000000000,0.000000000000000,54.729999542199998,54.729999542199998,17.281575660000001,11.129538215700000,58238.909974200003489
18,Fagaalu,19,991,2477500.000000000000000,0.000000000000000,50.110000610400000,50.110000610400000,18.543844576200001,12.152983787500000,18376.949974999999540
19,Aoloau Sisifo,20,632,1580000.000000000000000,0.000000000000000,56.040000915500002,56.040000915500002,15.056471526199999,4.949060207860000,9515.690004590000171
20,Aoloau Sasae,21,2114,5285000.000000000000000,0.000000000000000,55.099998474099998,55.099998474099998,15.539446540700000,6.789402749070000,32850.389987000002293
21,Fagamalo,22,848,2120000.000000000000000,0.000000000000000,59.240001678500001,59.240001678500001,16.175106137099998,6.889003504600000,13716.490004299999782
22,Matuu - Faganeanea,23,1036,2590000.000000000000000,0.000000000000000,52.770000457800002,52.770000457800002,16.898445948999999,10.121423600200000,17506.790003099999012
23,Nuuuli Pala,24,7034,17585000.000000000000000,0.000000000000000,62.930000305199997,62.930000305199997,26.276312205499998,18.157240387400002,184827.580053999990923
24,Maloata,25,1118,2795000.000000000000000,0.000000000000000,58.979999542199998,58.979999542199998,16.179856887100001,6.632285384870000,18089.079999800000223
25,Fagalii,26,823,2057500.000000000000000,0.000000000000000,61.439998626700003,61.439998626700003,20.278736336300000,12.499005036800000,16689.400004700000864
26,Afao - Asili,27,1105,2762500.000000000000000,0.000000000000000,56.520000457800002,56.520000457800002,17.767891392799999,9.590664822580001,19633.519989000000351
27,Leone,28,5866,14665000.000000000000000,0.000000000000000,61.330001831099999,61.330001831099999,32.052257107999999,18.022953393700000,188018.540195999987191
28,Poloa,29,425,1062500.000000000000000,0.000000000000000,61.189998626700003,61.189998626700003,21.409647047699998,13.383050483200000,9099.099995259999559
29,Nua - Seetaga,30,1238,3095000.000000000000000,0.000000000000000,59.290000915500002,59.290000915500002,20.048045226199999,11.813728281500000,24819.479989999999816
30,Tafuna Plain,31,5671,14177500.000000000000000,0.000000000000000,64.860000610399993,64.860000610399993,45.235187802500000,13.581302833300001,256528.750028000009479
31,Amanave,32,404,1010000.000000000000000,15.739999771100001,59.860000610400000,44.120000839200003,24.143094084099999,14.538302578200000,9753.810009959999661
32,Fagatele - Larsen,33,1260,3150000.000000000000000,0.000000000000000,62.619998931900000,62.619998931900000,28.894039687900001,16.967588508799999,36406.490006799998810
