,SHED_NAME,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
0,Fagatuitui - Vaaogeoge,4794.420489484734,0.0,0.0,6860.258160315385,30701.42714351022,54210.08237488356,13903.44857098121
1,Vatia,5472.5726769411,538.2869019256227,33.402739726038625,5861.815433086129,30420.242130823943,52189.08615001705,11959.678715353968
2,Tula,2235.518352054882,552.8832044752044,24.008219178050876,1355.5666864531584,7245.252616328045,12253.281845345013,1964.2324514770837
3,Onenoa,1013.6931160299866,155.50019566802052,6.26301369862805,977.7434293723136,4253.593614178233,7016.036707296783,1081.2814780621354
4,Afono,4153.696799312241,362.94165097850004,18.78904109589594,3157.4774845415877,22167.509078895295,37088.76863223814,8587.12937526506
5,Masefau,4561.098865155641,831.4898960530667,17.745205479459415,3730.414485018144,21569.495587658115,36413.30087027574,8093.007148550514
6,Aoa,2608.8774853199166,359.48481525727624,12.526027397253227,1999.267048723016,10081.087790988504,16736.747283101824,2634.0443846419516
7,Masausi,1944.2064774580053,463.89099792170794,5.219178082192564,1764.261389323738,8539.880094517206,14124.124130233593,2571.629951011303
8,Sailele,736.3616490094847,208.01556642556656,11.482191780812524,608.3230410683158,2944.336687478988,4829.801371465686,770.0566752031402
9,Alao,1808.6748361585644,515.6095723049812,12.526027397228958,1249.636500840649,6664.843418369844,10861.06600033422,1704.11210059463
10,Pago Pago Harbor,16110.642412302526,4984.449135319369,414.4027397263364,8217.712456047813,69710.8166945678,117480.06544944367,25643.071053559845
11,Fagaitua,5517.946486066595,1561.0196626082227,54.27945205471954,5371.150124198651,29633.28757426348,47608.1615765468,8658.24762837392
12,Auasi,877.0793915413595,265.5100332192673,5.219178082193346,868.0519625835431,4434.039735359931,6883.2503542500435,912.6602691718983
13,Amouli,2276.6281167278917,773.5030868896695,19.83287671226126,1719.7992107996733,9577.444059151829,15028.924190521746,2162.281121055255
14,Alega,1181.489707984226,229.3863622170661,2.0876712328769726,1466.091473706383,8093.598663882749,13631.139779431076,3237.8232373918677
15,Laulii - Aumi,3092.615267440158,599.307791964482,34.446575342551874,2489.201747406848,17022.620732484185,28261.335791048834,6296.981873047957
16,Fagasa,4325.240761357102,508.89075011679853,37.57808219187112,3105.710195485499,23619.632258743604,41264.603363787595,11243.795407540218
17,Aasu,9896.254057882012,629.4050546882479,19.832876712343907,10510.333863641192,67646.19679918309,118392.69863312734,34242.46030229582
18,Fagaalu,3203.3732060495504,626.6858648351626,62.63013698623055,2320.2065044067467,16507.15554290814,30242.897481905857,8870.922128905033
19,Aoloau Sisifo,1426.4013902893457,0.0,0.0,2270.751306081737,10222.925905141983,17917.711728037357,4686.066887303502
20,Aoloau Sasae,5270.228602423965,77.47696025803711,3.131506849313885,7097.615928715418,40518.23481715516,71398.04307169761,21011.44189123368
21,Fagamalo,2153.1527974038727,188.55151190131244,2.0876712328728155,2785.0734608685525,13553.661015036132,22912.214283888592,5144.516015947024
22,Matuu - Faganeanea,2406.568225280581,515.5295440714206,48.01643835611637,2922.9171857961373,18355.593615587197,32076.059844360232,8843.71111130128
23,Nuuuli Pala,30682.794671904176,6079.796339380996,660.7479452054058,12814.877575677492,125947.45540542634,216280.58864668926,48535.65091369272
24,Maloata,2806.245960215182,281.92956972622005,2.0876712328732676,4104.363392064068,21467.046586548102,37577.75859197083,10484.620668985484
25,Fagalii,2571.835256577462,574.0121799478344,11.482191780823623,2874.707652670474,14587.293042793568,25246.45029581544,6517.864427538399
26,Afao - Asili,3127.4654882365126,185.55744257207292,15.657534246574386,3935.8744016952696,22908.743577242385,40632.011403956036,11333.07808932674
27,Leone,31114.834769933907,4638.560270688214,176.40821917757938,11640.277207187233,121286.91884239316,201997.59768138741,44180.975672752385
28,Poloa,1356.0137904100102,439.7157638773664,9.39452054791476,1574.7669404669005,7697.767483930137,13094.992697426953,3348.301073201719
29,Nua - Seetaga,3539.4221538478923,435.658721009826,21.920547945242358,4593.7535267651965,23992.61208672136,42291.128504331005,10953.694307166126
30,Tafuna Plain,40412.03844665225,8014.002902677583,629.4328767121699,3022.63828015993,99840.32290065478,163157.18316492788,22647.419395060755
31,Amanave,1444.5554165006272,254.2940196401355,16.701369862996998,1460.3225495250854,7382.4595765977965,12925.192060546393,2854.6781699776852
32,Fagatele - Larsen,5083.681276868524,397.46477771828876,7.306849315061186,3429.490608988126,17700.892941190832,32388.327674626184,6793.169102517401
