,Variable,total_[m3pd],total_[MGD],pct_of_pcip
0,actual_et,208721.57375580247,55.13840656875709,0.2102588436646718
1,direct_net_infiltation,37820.95261279446,9.991238684419812,0.038099510364780584
2,direct_soil_moisture,2481.585301696323,0.6555654829436609,0.0024998625997347777
3,interception,103020.39313217846,27.215108717228766,0.10377915585858102
4,net_infiltration,577603.1100856768,152.58659920101923,0.5818572552822001
5,rainfall,954867.7263408432,252.24936726456832,0.9619004896352195
6,runoff,96034.92326528777,25.369742803856276,0.09674223681740302
