,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,62.49022403621142,16.609058034961517,0.3667748986706804,44.85688586936236,302.44270093659554,512.0258379547171,110.95495215958499
FEB,60.778462006233156,16.609058034961514,0.3667748986706804,39.81291494293816,249.4625171839103,409.890753173104,76.46644247392595
MAR,55.87298044975183,16.609058034961517,0.3667748986706804,35.072610371447155,209.5304525003947,329.9225810506781,43.37729531368529
APR,48.18719587441806,16.609058034961514,0.3667748986706804,37.53516729072762,234.59651140284552,370.6853031234256,64.57127103006121
MAY,39.62685388580486,16.609058034961517,0.3667748986706804,38.412279065248846,299.8026832114483,486.37580908812635,128.9201828040317
JUN,35.123529389561035,16.609058034961514,0.3667748986706804,38.04323968125348,294.9970371455805,495.5332050232097,146.0349793758243
JUL,35.233250084230754,16.609058034961517,0.3667748986706804,32.10103038894069,246.76119663763237,404.3344433602732,109.36459589732954
AUG,40.17148885961825,16.609058034961517,0.3667748986706804,32.772166548183264,230.51495579033613,367.5648906278647,83.12066268217445
SEP,46.058952221697275,16.609058034961514,0.3667748986706804,39.96179975353392,301.26682972907196,522.7948151247301,154.43883365286874
OCT,52.53692070392362,16.609058034961517,0.3667748986706804,40.824931707435354,272.7159078893259,475.33041120418915,127.63072994254102
NOV,57.80522228282192,16.609058034961514,0.3667748986706804,36.93275670383445,273.36517421392824,459.08425645749554,112.69793135358125
DEC,59.41058915213204,16.609058034961517,0.3667748986706804,44.042198987794336,327.89925157539193,584.1219734316138,171.05022556013918
