,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,236.5511189689151,62.87209437612368,1.3883933691769803,169.80170433874298,1144.8696245523981,1938.2277272521656,420.0099854544146
FEB,230.07139786301505,62.87209437612367,1.3883933691769803,150.70820635414753,944.317907173146,1551.6045559689996,289.45683600522403
MAR,211.50213892429508,62.87209437612368,1.3883933691769803,132.76421002617977,793.1586701995191,1248.8922375350476,164.20084745337743
APR,182.40829313498088,62.87209437612367,1.3883933691769803,142.08599761399324,888.0439802294455,1403.1958532964466,244.428735069904
MAY,150.00388896786458,62.87209437612368,1.3883933691769803,145.40622529638364,1134.8760750554486,1841.1318514802845,488.01574918820967
JUN,132.95695938653824,62.87209437612367,1.3883933691769803,144.00925992181374,1116.684734381252,1875.7963496269083,552.802271279039
JUL,133.37229720134795,62.87209437612368,1.3883933691769803,121.5155614446,934.09230136406,1530.571645240412,413.9898349557102
AUG,152.06555564408754,62.87209437612368,1.3883933691769803,124.05608697315841,872.5936187982963,1391.3838126316255,314.64578772373
SEP,174.3520183295351,62.87209437612367,1.3883933691769803,151.27179640502484,1140.4184699247264,1978.9927211213048,584.6143052979058
OCT,198.8737850018395,62.87209437612368,1.3883933691769803,154.53910473464288,1032.341524883333,1799.3204918764498,483.13464143179425
NOV,218.81646648161694,62.87209437612367,1.3883933691769803,139.80562655426198,1034.799264121146,1737.8221352367682,426.60787632516
DEC,224.89343828237216,62.87209437612368,1.3883933691769803,166.71778047038657,1241.2331059060043,2211.1411594477654,647.4952343376065
