,Variable,total_[m3pd],total_[MGD],pct_of_pcip
0,actual_et,221483.24261230393,58.50968282565653,0.1436205476359206
1,direct_net_infiltation,55280.38463236671,14.603532678911543,0.03584650026242565
2,direct_soil_moisture,1944.3778908625245,0.5136502985317293,0.0012608295517222072
3,interception,127464.01099759873,33.672429422618514,0.08265388770468167
4,net_infiltration,884138.957615824,233.5648032499714,0.5733188650362596
5,rainfall,1486861.3649852853,392.7872187752545,0.9641534997375744
6,runoff,321021.4212825487,84.804887800753,0.20816596228079587
