OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Fagatuitui - Vaaogeoge,1,2040,5100000.000000000000000,0.000000000000000,27.409999847400002,27.409999847400002,19.333171557400000,5.100871353920000,39439.669977199999266
1,Vatia,2,1949,4872500.000000000000000,0.000000000000000,24.649999618500001,24.649999618500001,16.562426756400001,8.096319799260000,32280.169748299998901
2,Tula,3,651,1627500.000000000000000,0.000000000000000,24.129999160800001,24.129999160800001,9.679477735600001,11.070734376400001,6301.340005869999914
3,Onenoa,4,359,897500.000000000000000,0.000000000000000,24.489999771099999,24.489999771099999,14.897214570699999,8.773463474070001,5348.100030900000093
4,Afono,5,1347,3367500.000000000000000,0.000000000000000,21.959999084500001,21.959999084500001,13.149769882799999,7.215174643310000,17712.740032199999405
5,Masefau,6,1443,3607500.000000000000000,0.000000000000000,25.760000228900001,25.760000228900001,13.733756023700000,8.720854843640000,19817.809942200001387
6,Aoa,7,877,2192500.000000000000000,0.000000000000000,21.149999618500001,21.149999618500001,12.271881369899999,7.040235945690000,10762.439961399999447
7,Masausi,8,617,1542500.000000000000000,0.000000000000000,24.780000686600001,24.780000686600001,13.228411716200000,9.818116466310000,8161.930028920000041
8,Sailele,9,263,657500.000000000000000,0.000000000000000,22.920000076299999,22.920000076299999,12.463992408899999,7.336286992120000,3278.030003549999947
9,Alao,10,540,1350000.000000000000000,0.000000000000000,23.340000152599998,23.340000152599998,12.405777729900000,8.402023597359999,6699.119974139999613
10,Pago Pago Harbor,11,4176,10440000.000000000000000,0.000000000000000,27.409999847400002,27.409999847400002,10.979406136000000,8.933733170980000,45850.000023799999326
11,Fagaitua,12,1949,4872500.000000000000000,0.000000000000000,26.139999389600000,26.139999389600000,14.965105229700001,8.408286223110000,29166.990092799998820
12,Auasi,13,377,942500.000000000000000,0.000000000000000,20.870000839199999,20.870000839199999,11.856710932300000,7.633377121460000,4469.980021479999778
13,Amouli,14,787,1967500.000000000000000,0.000000000000000,26.139999389600000,26.139999389600000,10.765285924600001,8.162928774110000,8472.280022619999727
14,Alega,15,513,1282500.000000000000000,0.000000000000000,20.110000610400000,20.110000610400000,16.143879076200001,5.171000271110000,8281.809966090000671
15,Laulii - Aumi,16,1083,2707500.000000000000000,0.000000000000000,22.940000534100001,22.940000534100001,13.097377694800000,7.217571749410000,14184.460043400000359
16,Fagasa,17,1393,3482500.000000000000000,0.000000000000000,22.629999160800001,22.629999160800001,12.428858594799999,7.026382558210000,17313.400022500001796
17,Aasu,18,3370,8425000.000000000000000,0.000000000000000,32.200000762899997,32.200000762899997,17.514391712599998,8.337492740180000,59023.500071499998739
18,Fagaalu,19,991,2477500.000000000000000,0.000000000000000,25.530000686600001,25.530000686600001,13.353451128300000,8.373840398390000,13233.270068199999514
19,Aoloau Sisifo,20,632,1580000.000000000000000,0.000000000000000,24.440000534100001,24.440000534100001,20.039810177600000,5.611588275560000,12665.160032300000239
20,Aoloau Sasae,21,2114,5285000.000000000000000,0.000000000000000,26.690000534100001,26.690000534100001,17.923628134900000,7.036915746360000,37890.549877199999173
21,Fagamalo,22,848,2120000.000000000000000,0.000000000000000,24.040000915499999,24.040000915499999,18.534952793500000,5.490271653180000,15717.639968900000895
22,Matuu - Faganeanea,23,1036,2590000.000000000000000,0.000000000000000,25.530000686600001,25.530000686600001,15.975463365500000,7.234389034780000,16550.580046700000821
23,Nuuuli Pala,24,7034,17585000.000000000000000,0.000000000000000,31.659999847400002,31.659999847400002,9.862149547170000,9.962454758190001,69370.359914800006663
24,Maloata,25,1118,2795000.000000000000000,0.000000000000000,27.450000762900000,27.450000762900000,19.229293435100001,7.453850452160000,21498.350060500000836
25,Fagalii,26,823,2057500.000000000000000,0.000000000000000,28.870000839199999,28.870000839199999,18.352272318800001,9.841104228830000,15103.920118300000468
26,Afao - Asili,27,1105,2762500.000000000000000,0.000000000000000,25.790000915499999,25.790000915499999,18.284678746600001,9.011260657559999,20204.570015000001149
27,Leone,28,5866,14665000.000000000000000,0.000000000000000,29.010000228900001,29.010000228900001,9.545150025080000,11.366374621400000,55991.850047100000666
28,Poloa,29,425,1062500.000000000000000,0.000000000000000,29.450000762900000,29.450000762900000,19.328917597600000,11.348019940000000,8214.789978979999432
29,Nua - Seetaga,30,1238,3095000.000000000000000,0.000000000000000,29.389999389600000,29.389999389600000,20.667011274899998,9.922280184070001,25585.759958300001017
30,Tafuna Plain,31,5671,14177500.000000000000000,0.000000000000000,29.010000228900001,29.010000228900001,1.300571327630000,5.468570093550000,7375.539999010000429
31,Amanave,32,404,1010000.000000000000000,0.000000000000000,29.450000762900000,29.450000762900000,19.523465359599999,11.983957141099999,7887.480005260000326
32,Fagatele - Larsen,33,1260,3150000.000000000000000,0.000000000000000,27.940000534100001,27.940000534100001,10.483936532300000,12.501299014800001,13209.760030699999334
