,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,63.314576613867715,15.814801276965982,0.3667748986706804,39.64381486703039,236.0838062069892,386.6045744358966,53.156878202491846
FEB,61.646425577301976,15.814801276965982,0.3667748986706804,36.769402282169956,203.8307607402452,333.07307219650704,45.75646984642874
MAR,56.92169481308894,15.814801276965982,0.3667748986706804,38.15305818721857,251.85300180603372,405.6695953576637,72.12611221135889
APR,48.517566803298706,15.814801276965978,0.3667748986706804,39.0811555723432,250.5795985680936,404.58541876249274,81.04080846517934
MAY,39.70886028940779,15.814801276965982,0.3667748986706804,38.468195117023605,298.5738756712309,488.77777403590375,131.8043245028857
JUN,34.72513216216867,15.814801276965978,0.3667748986706804,40.587055619096546,318.79727396436084,557.6614707477123,183.75144962789943
JUL,34.861862551136575,15.814801276965982,0.3667748986706804,29.599890557617595,218.03129318484454,338.05912195136113,72.36522267773779
AUG,39.79500203386267,15.814801276965982,0.3667748986706804,33.90650380203921,245.34269177383183,399.6712845388584,99.2471100326783
SEP,46.17786309781067,15.814801276965978,0.3667748986706804,35.73012473369278,256.0597018297107,420.37502586578654,97.77434572082697
OCT,53.116960120360204,15.814801276965982,0.3667748986706804,41.4031790524427,277.8400742427943,489.96094845902326,135.72455870301386
NOV,58.07069195016914,15.814801276965978,0.3667748986706804,37.43283040035807,277.67010853003825,472.0792180405881,120.44357644481022
DEC,59.646441542522204,15.814801276965982,0.3667748986706804,36.491455354125634,241.19078070489815,400.0380637926028,76.43188543964068
