OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Fagatuitui - Vaaogeoge,1,2040,5100000.000000000000000,0.000000000000000,102.809997558999996,102.809997558999996,10.293411749500001,6.614072921830000,20998.559969099998852
1,Vatia,2,1949,4872500.000000000000000,0.000000000000000,89.250000000000000,89.250000000000000,9.085074395510000,5.970866808160000,17706.809996799998771
2,Tula,3,651,1627500.000000000000000,0.000000000000000,75.389999389600007,75.389999389600007,4.025053760880000,6.065374022280000,2620.309998329999871
3,Onenoa,4,359,897500.000000000000000,0.000000000000000,75.459999084499998,75.459999084499998,3.325654583390000,6.217855816740000,1193.909995440000102
4,Afono,5,1347,3367500.000000000000000,0.000000000000000,105.019996642999999,105.019996642999999,10.079896068500000,8.561394514900000,13577.620004300000801
5,Masefau,6,1443,3607500.000000000000000,0.000000000000000,89.000000000000000,89.000000000000000,8.157373535330001,8.846598069870000,11771.090011500000401
6,Aoa,7,877,2192500.000000000000000,0.000000000000000,67.620002746599994,67.620002746599994,3.051368311450000,4.893395285630000,2676.050009139999929
7,Masausi,8,617,1542500.000000000000000,0.000000000000000,81.860000610399993,81.860000610399993,4.601961105530000,5.565743168100000,2839.410002109999823
8,Sailele,9,263,657500.000000000000000,0.000000000000000,68.940002441399997,68.940002441399997,2.923954367180000,5.973759805170000,768.999998569000013
9,Alao,10,540,1350000.000000000000000,0.000000000000000,74.769996643100001,74.769996643100001,3.791666626210000,5.586697665670000,2047.499978150000061
10,Pago Pago Harbor,11,4176,10440000.000000000000000,0.000000000000000,98.940002441399997,98.940002441399997,10.289475581800000,6.550970809280000,42968.850029499997618
11,Fagaitua,12,1949,4872500.000000000000000,0.000000000000000,82.389999389600007,82.389999389600007,5.544340672150000,4.064713940870000,10805.919970000000831
12,Auasi,13,377,942500.000000000000000,0.000000000000000,63.830001831099999,63.830001831099999,2.379973486850000,5.502299950900000,897.250004540999953
13,Amouli,14,787,1967500.000000000000000,0.000000000000000,65.750000000000000,65.750000000000000,2.737636594110000,5.472725872380000,2154.519999569999982
14,Alega,15,513,1282500.000000000000000,0.000000000000000,89.190002441399997,89.190002441399997,9.447524370740000,7.757451715550000,4846.580002190000414
15,Laulii - Aumi,16,1083,2707500.000000000000000,0.000000000000000,26.639999389600000,26.639999389600000,8.599806104010000,2.469302222520000,9313.590010640000401
16,Fagasa,17,1393,3482500.000000000000000,0.000000000000000,107.449996948000006,107.449996948000006,15.276022985999999,8.495718224170000,21279.500019600000087
17,Aasu,18,3370,8425000.000000000000000,0.000000000000000,119.800003051999994,119.800003051999994,17.175578651900000,9.066038894449999,57881.700056900001073
18,Fagaalu,19,991,2477500.000000000000000,0.000000000000000,91.089996337900004,91.089996337900004,14.483370247300000,6.925743780990000,14353.019915099999707
19,Aoloau Sisifo,20,632,1580000.000000000000000,0.000000000000000,94.949996948199995,94.949996948199995,9.439145590870000,10.867548767600001,5965.540013429999817
20,Aoloau Sasae,21,2114,5285000.000000000000000,0.000000000000000,100.400001525999997,100.400001525999997,14.769110730300000,9.328096565430000,31221.900083799999265
21,Fagamalo,22,848,2120000.000000000000000,0.000000000000000,89.580001831100006,89.580001831100006,6.993007065270000,5.725573296570000,5930.069991350000237
22,Matuu - Faganeanea,23,1036,2590000.000000000000000,0.000000000000000,91.389999389600007,91.389999389600007,13.144652533000000,6.714772564530000,13617.860024199999316
23,Nuuuli Pala,24,7034,17585000.000000000000000,0.000000000000000,89.110000610399993,89.110000610399993,12.759310513699999,7.723382529430000,89748.990153199993074
24,Maloata,25,1118,2795000.000000000000000,0.000000000000000,93.260002136200001,93.260002136200001,13.682674436499999,6.558591134680000,15297.230020000000877
25,Fagalii,26,823,2057500.000000000000000,0.000000000000000,96.819999694800003,96.819999694800003,11.260619727000000,8.294465799990000,9267.490035299999363
26,Afao - Asili,27,1105,2762500.000000000000000,0.000000000000000,77.349998474100005,77.349998474100005,16.545131154300002,7.166440136210000,18282.369925499999226
27,Leone,28,5866,14665000.000000000000000,0.000000000000000,112.980003357000001,112.980003357000001,11.683068524899999,8.901552983449999,68532.879967100001522
28,Poloa,29,425,1062500.000000000000000,0.000000000000000,111.330001831000004,111.330001831000004,10.853129338100000,9.959807181610000,4612.579968689999987
29,Nua - Seetaga,30,1238,3095000.000000000000000,0.000000000000000,57.979999542199998,57.979999542199998,13.178021014800001,5.115416964250000,16314.390016299999843
30,Tafuna Plain,31,5671,14177500.000000000000000,0.000000000000000,83.819999694800003,83.819999694800003,6.009395187610000,4.650844668760000,34079.280108999999356
31,Amanave,32,404,1010000.000000000000000,2.809999942780000,26.879999160800001,24.069999218000000,9.609950484620001,2.995035954120000,3882.419995780000136
32,Fagatele - Larsen,33,1260,3150000.000000000000000,0.000000000000000,92.500000000000000,92.500000000000000,6.977507959090000,6.856331182720000,8791.660028460000831
