,Base,PctCng_2_scn1_noclimate_out,PctCng_3_scn2_noclimate_out,PctCng_4_scn3_noclimate_out
actual_et,225232.4349291465,1.079447330039936,0.8899855670095266,1.0048344441847454
direct_net_infiltation,55702.576323926616,1.150098877811311,0.9506874124362988,1.109057093520521
direct_soil_moisture,2396.6465753418897,2.945557491286718,0.5631533101047045,2.42334494773563
interception,124536.88196902374,0.9229832614050598,1.091774270511771,0.9951780275593863
net_infiltration,877977.3132504108,0.9964400640405568,1.005973414555481,0.9933887772716075
rainfall,1477707.2944296568,1.0,1.0,1.0
runoff,309382.8733110123,1.0293644164984792,1.0059972867703313,1.0529574701868123
