,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,271.1813940243847,69.07542183590468,5.9124069244892,136.0734141575412,882.382908971091,1463.4568221153875,213.5801770791746
FEB,264.0844323181144,69.07542183590468,5.9124069244892,126.72308752890832,762.1582905774561,1260.8181382233797,181.56998644614114
MAR,243.48745018800201,69.07542183590468,5.9124069244892,131.03412441817838,939.6471400899405,1535.6257429628538,288.99248439891704
APR,207.9492319716013,69.07542183590466,5.9124069244892,134.21171872268067,940.9295738652421,1531.5216900377277,321.05006460864826
MAY,169.48236864343585,69.07542183590468,5.9124069244892,132.5036169929588,1116.762859004017,1850.2242736132505,525.4262811108695
JUN,148.96027117614173,69.07542183590466,5.9124069244892,139.8761441939632,1192.9457932595826,2110.977307983098,724.7443458725336
JUL,149.03128293340976,69.07542183590468,5.9124069244892,102.01383565094756,820.929837787014,1279.692380825902,288.34550469590124
AUG,169.81028821174635,69.07542183590468,5.9124069244892,115.07864086437225,920.1303356703097,1512.91967720624,395.7386752821721
SEP,197.59842486105367,69.07542183590466,5.9124069244892,123.30045923052656,957.5357839472631,1591.291826662607,388.7339766340576
OCT,227.32917011355212,69.07542183590468,5.9124069244892,142.0608545036475,1035.8514782135317,1854.7030739062714,536.9769906573466
NOV,248.13933150559203,69.07542183590466,5.9124069244892,128.51663226419168,1034.847750762316,1787.0133927630227,476.84349448071055
DEC,254.76813033672892,69.07542183590468,5.9124069244892,125.12258003808805,898.7077197482337,1514.3080870611568,305.22783644658614
