,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,75.56456371873077,17.218956269722458,1.9088277408653669,34.469592584119624,248.48899860140872,417.63473787258806,69.42799257544112
FEB,72.812968764164,17.218956269722458,1.9088277408653669,33.235750840656266,240.41137397334725,397.15692173306564,69.71556118438666
MAR,67.53548892636026,17.218956269722458,1.9088277408653669,33.54756153217048,272.63464273028455,452.74476817263474,97.50074847698129
APR,57.849363076215745,17.218956269722458,1.9088277408653669,31.147913219719793,222.99084630698025,360.49465550061257,66.63194042595295
MAY,47.582127946635964,17.218956269722458,1.9088277408653669,28.048777107047563,236.7962602061087,352.7230123178128,60.34177302678155
JUN,42.43860233189536,17.218956269722458,1.9088277408653669,29.09903704946844,263.1439192228106,417.76686399641363,101.25669647836936
JUL,42.813105048870675,17.218956269722458,1.9088277408653669,24.378347161160047,208.253360194217,323.74173202820896,68.2650323540589
AUG,48.481563877836656,17.218956269722458,1.9088277408653669,24.59009779834914,198.5684120825158,306.9800300868336,55.229110036319554
SEP,55.71042851536473,17.218956269722458,1.9088277408653669,27.006877335898594,210.3841934835235,334.85896589113025,58.79963346921893
OCT,63.51463907076645,17.218956269722458,1.9088277408653669,32.154879335769095,243.46863173288577,416.09598340163024,97.04570389492548
NOV,69.56328708795068,17.218956269722458,1.9088277408653669,28.447873903138813,231.71349847240364,385.6920571488055,80.09527764200365
DEC,71.28650609246068,17.218956269722458,1.9088277408653669,31.95591251287823,253.81711522810875,433.37749260900904,93.45275930475515
