,Variable,total_[m3pd],total_[MGD],pct_of_pcip
0,actual_et,241815.44479883052,63.88088241190778,0.26527278889196254
1,direct_net_infiltation,50577.13328803516,13.361065117210357,0.05548337581430816
2,direct_soil_moisture,7225.700456011108,1.9088281212066995,0.007926630630473535
3,interception,91109.81567581517,24.068667022485776,0.0999479372372704
4,net_infiltration,506933.8320022136,133.9177509513149,0.5561090256695099
5,rainfall,860995.6134263462,227.4509785105456,0.9445166241856918
6,runoff,69011.90012045886,18.231015311221665,0.07570641001412257
