OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Fagatuitui - Vaaogeoge,1,2040,5100000.000000000000000,0.000000000000000,20.950000762900000,20.950000762900000,15.748259796799999,4.058719215170000,32126.449985499999457
1,Vatia,2,1949,4872500.000000000000000,0.000000000000000,19.510000228900001,19.510000228900001,13.996511043700000,6.147685564590000,27279.200024099998700
2,Tula,3,651,1627500.000000000000000,0.000000000000000,18.540000915499999,18.540000915499999,9.265929411080000,8.592781676890000,6032.120046619999812
3,Onenoa,4,359,897500.000000000000000,0.000000000000000,18.770000457799998,18.770000457799998,12.080696353000000,6.394544229020000,4336.969990730000063
4,Afono,5,1347,3367500.000000000000000,0.000000000000000,17.700000762900000,17.700000762900000,10.983801051600000,5.589216070820000,14795.180016500000420
5,Masefau,6,1443,3607500.000000000000000,0.000000000000000,20.069999694800000,20.069999694800000,11.892349238500000,6.608731724820000,17160.659951199999341
6,Aoa,7,877,2192500.000000000000000,0.000000000000000,15.899999618500001,15.899999618500001,10.182884863300000,5.121717792610000,8930.390025139999125
7,Masausi,8,617,1542500.000000000000000,0.000000000000000,19.430000305200000,19.430000305200000,13.283824919100001,6.756165798750000,8196.119975089999571
8,Sailele,9,263,657500.000000000000000,0.000000000000000,18.239999771099999,18.239999771099999,10.476501878200001,5.593316076140000,2755.319993969999814
9,Alao,10,540,1350000.000000000000000,0.000000000000000,18.040000915499999,18.040000915499999,10.338462983199999,6.310561535930000,5582.770010950000142
10,Pago Pago Harbor,11,4176,10440000.000000000000000,0.000000000000000,20.950000762900000,20.950000762900000,9.391676241300001,7.149505153740000,39219.639983699998993
11,Fagaitua,12,1949,4872500.000000000000000,0.000000000000000,20.180000305200000,20.180000305200000,12.868501782399999,6.329762803560000,25080.709973799999716
12,Auasi,13,377,942500.000000000000000,0.000000000000000,15.699999809299999,15.699999809299999,10.205251997300000,5.295776251430000,3847.380002979999972
13,Amouli,14,787,1967500.000000000000000,0.000000000000000,20.180000305200000,20.180000305200000,9.730470155670000,5.880253131470000,7657.880012509999688
14,Alega,15,513,1282500.000000000000000,0.000000000000000,16.430000305200000,16.430000305200000,13.203021397100001,3.770110619610000,6773.149976730000162
15,Laulii - Aumi,16,1083,2707500.000000000000000,0.000000000000000,17.799999237100000,17.799999237100000,10.746334284200000,5.649099948590000,11638.280029800000193
16,Fagasa,17,1393,3482500.000000000000000,0.000000000000000,17.430000305200000,17.430000305200000,10.657343838099999,5.400558016460000,14845.679966399999103
17,Aasu,18,3370,8425000.000000000000000,0.000000000000000,25.100000381499999,25.100000381499999,14.745415423000001,6.522128932570000,49692.049975399997493
18,Fagaalu,19,991,2477500.000000000000000,0.000000000000000,19.690000534100001,19.690000534100001,11.248446031500000,6.857107847670000,11147.210017199999129
19,Aoloau Sisifo,20,632,1580000.000000000000000,0.000000000000000,19.370000839199999,19.370000839199999,16.864240678100000,3.755609696700000,10658.200108499999260
20,Aoloau Sasae,21,2114,5285000.000000000000000,0.000000000000000,20.760000228900001,20.760000228900001,16.080170311800000,4.351175953130000,33993.480039100002614
21,Fagamalo,22,848,2120000.000000000000000,0.000000000000000,19.549999237100000,19.549999237100000,15.742193290600000,4.159110098170000,13349.379910499999824
22,Matuu - Faganeanea,23,1036,2590000.000000000000000,0.000000000000000,19.690000534100001,19.690000534100001,13.527654448100000,5.726335217150000,14014.650008200000229
23,Nuuuli Pala,24,7034,17585000.000000000000000,0.000000000000000,24.770000457799998,24.770000457799998,8.835794724890000,8.112264185450000,62150.980094899998221
24,Maloata,25,1118,2795000.000000000000000,0.000000000000000,21.489999771099999,21.489999771099999,17.479910474299999,3.928533660200000,19542.539910300001793
25,Fagalii,26,823,2057500.000000000000000,0.000000000000000,22.340000152599998,22.340000152599998,16.149210255500002,6.783476242320000,13290.800040199999785
26,Afao - Asili,27,1105,2762500.000000000000000,0.000000000000000,20.639999389600000,20.639999389600000,16.884968330000000,5.724581742310000,18657.890004600001703
27,Leone,28,5866,14665000.000000000000000,0.000000000000000,22.639999389600000,22.639999389600000,9.263100934120001,9.541611912350000,54337.350079499999993
28,Poloa,29,425,1062500.000000000000000,0.000000000000000,22.379999160800001,22.379999160800001,16.534023551899999,7.927200898520000,7026.960009569999784
29,Nua - Seetaga,30,1238,3095000.000000000000000,0.000000000000000,22.600000381499999,22.600000381499999,17.161680095200001,7.201176153400000,21246.159957899999426
30,Tafuna Plain,31,5671,14177500.000000000000000,0.000000000000000,22.940000534100001,22.940000534100001,2.265261864920000,6.261190844520000,12846.300036000000546
31,Amanave,32,404,1010000.000000000000000,0.000000000000000,22.489999771099999,22.489999771099999,16.005965527899999,8.818790803890000,6466.410073279999779
32,Fagatele - Larsen,33,1260,3150000.000000000000000,0.000000000000000,22.270000457799998,22.270000457799998,12.380833314000000,10.023408668700000,15599.849975600000107
