OID,SHED_NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,Fagatuitui - Vaaogeoge,1,2040,5100000.000000000000000,0.000000000000000,73.550003051800005,73.550003051800005,53.083789189699999,11.430011223299999,108290.929946999996901
1,Vatia,2,1949,4872500.000000000000000,0.000000000000000,106.199996948000006,106.199996948000006,53.803719795799999,12.655680119600000,104863.449882000000798
2,Tula,3,651,1627500.000000000000000,0.000000000000000,92.309997558600003,92.309997558600003,33.182304228500001,19.133816739400000,21601.680052799998521
3,Onenoa,4,359,897500.000000000000000,0.000000000000000,91.930000305199997,91.930000305199997,35.036016678099998,12.279125300800001,12577.929987400000755
4,Afono,5,1347,3367500.000000000000000,0.000000000000000,119.370002747000001,119.370002747000001,57.922034126299998,13.299217625800001,78020.979968100000406
5,Masefau,6,1443,3607500.000000000000000,0.000000000000000,115.930000304999993,115.930000304999993,52.472155234900001,16.812330875299999,75717.320003999993787
6,Aoa,7,877,2192500.000000000000000,0.000000000000000,100.580001831000004,100.580001831000004,35.285838069500002,11.149747367000000,30945.679986999999528
7,Masausi,8,617,1542500.000000000000000,0.000000000000000,99.919998168899994,99.919998168899994,46.632301468100003,15.722160396500000,28772.130005800001527
8,Sailele,9,263,657500.000000000000000,0.000000000000000,87.220001220699999,87.220001220699999,37.209391610300003,15.716279822400001,9786.069993499999327
9,Alao,10,540,1350000.000000000000000,0.000000000000000,99.849998474100005,99.849998474100005,37.387499960699998,14.877622572000000,20189.249978799998644
10,Pago Pago Harbor,11,4176,10440000.000000000000000,0.000000000000000,126.989997864000003,126.989997864000003,60.516927688599999,15.879923590100001,252718.690028000011807
11,Fagaitua,12,1949,4872500.000000000000000,0.000000000000000,106.529998778999996,106.529998778999996,50.315177013200000,13.315860655200000,98064.279998800004250
12,Auasi,13,377,942500.000000000000000,0.000000000000000,84.919998168899994,84.919998168899994,34.072387223500002,12.647219884900000,12845.289983299999221
13,Amouli,14,787,1967500.000000000000000,0.000000000000000,98.410003662099996,98.410003662099996,36.853151263199997,13.729146853700000,29003.430044199998520
14,Alega,15,513,1282500.000000000000000,0.000000000000000,104.139999390000000,104.139999390000000,56.217095507099998,9.879696024519999,28839.369995100001688
15,Laulii - Aumi,16,1083,2707500.000000000000000,0.000000000000000,115.639999390000000,115.639999390000000,53.968735024799997,9.151474261850000,58448.140031800001452
16,Fagasa,17,1393,3482500.000000000000000,0.000000000000000,123.059997558999996,123.059997558999996,62.099504698099999,12.873480547000000,86504.610044500004733
17,Aasu,18,3370,8425000.000000000000000,0.000000000000000,154.449996948000006,154.449996948000006,73.516219612300006,16.889168488500001,247749.660093000013148
18,Fagaalu,19,991,2477500.000000000000000,0.000000000000000,116.750000000000000,116.750000000000000,62.919798121600003,13.361099255299999,62353.519938500001444
19,Aoloau Sisifo,20,632,1580000.000000000000000,0.000000000000000,101.360000610000000,101.360000610000000,57.454288017899998,13.568754754500000,36311.110027299997455
20,Aoloau Sasae,21,2114,5285000.000000000000000,0.000000000000000,144.070007323999988,144.070007323999988,70.794683079699993,14.364978253200000,149659.960030999995070
21,Fagamalo,22,848,2120000.000000000000000,0.000000000000000,104.510002135999997,104.510002135999997,55.758525984499997,13.720853919100000,47283.230034799998975
22,Matuu - Faganeanea,23,1036,2590000.000000000000000,0.000000000000000,115.099998474000003,115.099998474000003,64.965096506799995,12.077728947200001,67303.839981099998113
23,Nuuuli Pala,24,7034,17585000.000000000000000,0.000000000000000,143.880004882999998,143.880004882999998,60.565162072800000,22.903960467200001,426015.350020000012591
24,Maloata,25,1118,2795000.000000000000000,0.000000000000000,116.480003357000001,116.480003357000001,69.904382772199995,12.516184517499999,78153.099939299994730
25,Fagalii,26,823,2057500.000000000000000,0.000000000000000,111.919998168999996,111.919998168999996,61.989489653900002,15.436037226100000,51017.349985100001504
26,Afao - Asili,27,1105,2762500.000000000000000,0.000000000000000,120.779998778999996,120.779998778999996,75.657755677400004,9.380600488760001,83601.820023499996751
27,Leone,28,5866,14665000.000000000000000,0.000000000000000,150.990005493000012,150.990005493000012,70.192538366799994,19.122282990999999,411749.430058999976609
28,Poloa,29,425,1062500.000000000000000,0.000000000000000,121.139999390000000,121.139999390000000,63.616729442400000,17.117732799500001,27037.110013000001345
29,Nua - Seetaga,30,1238,3095000.000000000000000,0.000000000000000,120.919998168999996,120.919998168999996,68.635743170400005,9.005494245660000,84971.050044999996317
30,Tafuna Plain,31,5671,14177500.000000000000000,0.000000000000000,129.440002440999990,129.440002440999990,52.597104543900002,24.089466974899999,298278.179867999977432
31,Amanave,32,404,1010000.000000000000000,12.029999733000000,107.919998168999996,95.889998435999999,62.811212754499998,10.336963536900001,25375.729952800000319
32,Fagatele - Larsen,33,1260,3150000.000000000000000,0.000000000000000,101.019996642999999,101.019996642999999,41.526920643300002,12.032779701500001,52323.920010599998932
