,Variable,total_[m3pd],total_[MGD],total_[Mld],pct_of_pcip
0,actual_et,211630.00444388267,55.90673267358054,211.62990492989854,0.12660129982635257
1,direct_net_infiltation,62677.18644456611,16.55756099659153,62.67715697210755,0.037494746050741684
2,direct_soil_moisture,2481.585301696323,0.6555654829436609,2.4815841347897636,0.0014845339423882771
3,interception,128836.82208815789,34.03508774629478,128.83676150570173,0.07707276283775932
4,net_infiltration,969145.2489785224,256.0210897263395,969.1447932609827,0.5797620642858783
5,rainfall,1608948.6557399628,425.03926897484394,1608.9478991700641,0.9625052539492583
6,runoff,366360.72020369576,96.78226346188836,366.36054793126686,0.21916430756114957
