,Variable,total_[m3pd],total_[MGD],pct_of_pcip
0,actual_et,227923.2466036298,60.210951899037475,0.137746134390596
1,direct_net_infiltation,45712.99855608865,12.076096660767682,0.02762679514413265
2,direct_soil_moisture,7225.700456011108,1.9088281212066995,0.004366874905966902
3,interception,118279.43693639699,31.24612164027159,0.07148255151094139
4,net_infiltration,939945.4347502087,248.30731486501813,0.5680589940002526
5,rainfall,1608948.6557399628,425.03926897484394,0.9723732048558673
6,runoff,379020.0169126051,100.1264958584255,0.22906194503785302
