,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,60.26246892025394,14.389878732622664,0.3667748986706804,42.77256193614294,270.57591568764684,456.5381272593077,88.88842736155993
FEB,56.595970100356844,14.389878732622664,0.3667748986706804,43.22866784708753,294.85638747747464,493.7741228526715,114.63759198091147
MAR,53.03247188760696,14.389878732622664,0.3667748986706804,39.324887621465344,261.74103737914675,429.56502041284676,89.73160549099302
APR,48.67968582480772,14.389878732622662,0.3667748986706804,39.88412854272955,257.9113440170257,425.3687082679034,93.56045370882897
MAY,49.283662659870906,14.389878732622664,0.3667748986706804,34.9064442815086,240.46557462341545,386.54090724339,80.48680164319984
JUN,46.11386521531949,14.389878732622662,0.3667748986706804,31.700985705508234,212.87388666553375,348.26424825916445,70.26670634375326
JUL,44.381248049481265,14.389878732622664,0.3667748986706804,26.988018508015895,172.43346348970707,275.3201287358123,46.41520713141682
AUG,51.306747112751744,14.389878732622664,0.3667748986706804,28.727166143304878,164.81063999755148,268.2284668129812,39.49656121222044
SEP,55.92977457276779,14.389878732622662,0.3667748986706804,31.155931980765352,180.28822579346246,307.5423307565634,51.17335349826837
OCT,58.01336785264336,14.389878732622664,0.3667748986706804,39.22553379187095,240.85879038628465,431.19889936412704,108.62497071656661
NOV,61.417038858219044,14.389878732622662,0.3667748986706804,36.08949492849957,254.88444087726293,437.3035824693963,104.55307835708709
DEC,58.943300523888375,14.389878732622664,0.3667748986706804,39.59442024275021,272.403565946973,472.1273692253597,114.3998410411613
