,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
JAN,228.11815247541847,54.47159085325716,1.3883933691769803,161.91168367869486,1024.2407770031753,1728.1839923086561,336.4791418187226
FEB,214.23895117759182,54.47159085325716,1.3883933691769803,163.6382315550436,1116.1523177211072,1869.1375023877313,433.9502870604621
MAR,200.74964940806626,54.47159085325716,1.3883933691769803,148.86082285117112,990.7971403053959,1626.0797239209944,339.6709167416599
APR,184.2725695180854,54.471590853257155,1.3883933691769803,150.97777902693386,976.3001807554894,1610.1949619644042,354.1646770739383
MAY,186.55886946930192,54.47159085325716,1.3883933691769803,132.13520324766546,910.2607908352231,1463.215815688201,304.6755438081851
JUN,174.55988652472257,54.471590853257155,1.3883933691769803,120.00122829948793,805.8149393225781,1318.3229680027237,265.988292860707
JUL,168.00122017898687,54.47159085325716,1.3883933691769803,102.16071514042845,652.731357028572,1042.1995685178313,175.70058922733656
AUG,194.21707358808158,54.47159085325716,1.3883933691769803,108.74410199052772,623.8758447531313,1015.3547205585272,149.51067777835138
SEP,211.71712796550094,54.471590853257155,1.3883933691769803,117.93797647930897,682.4648528008307,1164.1738142692027,193.7121240658801
OCT,219.6043828030747,54.47159085325716,1.3883933691769803,148.48472787108622,911.7492737161458,1632.2646256419603,411.1900504001984
NOV,232.48867306429096,54.471590853257155,1.3883933691769803,136.61353499729157,964.8421113411999,1655.3733541154775,395.7762683437011
DEC,223.1245592361323,54.47159085325716,1.3883933691769803,149.88111433110907,1031.159182571331,1787.195664739369,433.0503022756224
